Building,Neighbourhood,Address,City,Listing,Bed,Bath,SqFt,Price,Pets,Latitude,Longitude,Date,Controlled Access,Fitness Center,Outdoor Space,Residents Lounge,Roof Deck,Storage,Swimming Pool,Air Conditioning,Balcony,Furnished,Hardwood Floor,High Ceilings,In Unit Laundry
3583 Kingsway,Renfrew,"3583 Kingsway, Vancouver, BC V5R 5L9",Vancouver,The Link - Plan H,1,1.0,634,2775,1,49.23227436507534,-123.0268757227814,2024-01-05 18:57:07.355,0,1,0,0,0,1,0,0,1,0,0,0,1
3583 Kingsway,Renfrew,"3583 Kingsway, Vancouver, BC V5R 5L9",Vancouver,The Link - Plan N,2,2.0,790,3010,1,49.23227436507534,-123.0268757227814,2024-01-05 18:57:07.355,0,1,0,0,0,1,0,0,1,0,0,0,1
The Glenmore,West End Apartments,"1885 Barclay St, Vancouver, BC V6G 1K7",Vancouver,The Glenmore - Plan E,1,1.0,423,2357,1,49.2909633280581,-123.138813415234,2024-01-05 18:57:07.355,0,0,0,0,0,1,0,0,0,0,1,0,1
The Glenmore,West End Apartments,"1885 Barclay St, Vancouver, BC V6G 1K7",Vancouver,The Glenmore - Plan B,1,1.0,708,2799,1,49.2909633280581,-123.138813415234,2024-01-05 18:57:07.355,0,0,0,0,0,1,0,0,0,0,1,0,1
1461 Harwood,West End Apartments,"1461 Harwood St, Vancouver, BC V6G 1X7",Vancouver,Bay Tower - Plan A,0,1.0,508,2699,1,49.28280184032944,-123.139108457695,2024-01-05 18:57:07.355,0,0,0,0,0,1,0,0,0,0,1,0,1
1461 Harwood,West End Apartments,"1461 Harwood St, Vancouver, BC V6G 1X7",Vancouver,Bay Tower - Plan A,1,1.0,642,2519,1,49.28280184032944,-123.139108457695,2024-01-05 18:57:07.355,0,0,0,0,0,1,0,0,0,0,1,0,1
1326 West 13th,Fairview Apartments,"1326 West 13th Ave, Vancouver, BC V6H None",Vancouver,Alexander Tower - Plan C,1,1.0,422,2333,1,49.25969809231293,-123.1344951843188,2024-01-05 18:57:07.355,0,0,0,0,0,1,0,0,1,0,1,0,1
1326 West 13th,Fairview Apartments,"1326 West 13th Ave, Vancouver, BC V6H None",Vancouver,Alexander Tower - Plan A,1,1.0,570,2625,1,49.25969809231293,-123.1344951843188,2024-01-05 18:57:07.355,0,0,0,0,0,1,0,0,1,0,1,0,1
The Riley,Riley Park ,"181 East 32nd Ave, Vancouver, BC V5V None",Vancouver,Jr. One Bed,1,1.0,410,2675,1,49.24206436972395,-123.101713605157,2024-01-05 18:57:07.355,0,0,1,1,0,1,0,0,1,0,0,0,1
The Riley,Riley Park ,"181 East 32nd Ave, Vancouver, BC V5V None",Vancouver,One Bed + Den,1,1.0,545,2925,1,49.24206436972395,-123.101713605157,2024-01-05 18:57:07.355,0,0,1,1,0,1,0,0,1,0,0,0,1
The Riley,Riley Park ,"181 East 32nd Ave, Vancouver, BC V5V None",Vancouver,Two Bed,2,2.0,716,3825,1,49.24206436972395,-123.101713605157,2024-01-05 18:57:07.355,0,0,1,1,0,1,0,0,1,0,0,0,1
The Riley,Riley Park ,"181 East 32nd Ave, Vancouver, BC V5V None",Vancouver,Two Bed,2,2.0,835,3900,1,49.24206436972395,-123.101713605157,2024-01-05 18:57:07.355,0,0,1,1,0,1,0,0,1,0,0,0,1
The Fraser,Riley Park ,"3833 Fraser St, Vancouver, BC V5V 4E3",Vancouver,1BR 1BA & small patio,1,1.0,653,2795,1,49.25057776764331,-123.0902152367234,2024-01-05 18:57:07.355,1,0,1,1,0,1,0,0,1,0,0,0,1
The Fraser,Riley Park ,"3833 Fraser St, Vancouver, BC V5V 4E3",Vancouver,"3BR+Flex, 2BA & patio",3,2.0,1065,4250,1,49.25057776764331,-123.0902152367234,2024-01-05 18:57:07.355,1,0,1,1,0,1,0,0,1,0,0,0,1
The Grace,Kitsilano Apartments,"2468 Balaclava St, Vancouver, BC V6K 0G8",Vancouver,"The Grace - 1BR + flex, 1BA",1,1.0,656,2695,0,49.2644207652227,-123.1738786460222,2024-01-05 18:57:07.355,1,0,1,1,0,1,0,0,0,0,1,0,1
The Grace,Kitsilano Apartments,"2468 Balaclava St, Vancouver, BC V6K 0G8",Vancouver,The Grace: 2BR 2BA and large patio,2,2.0,1776,3999,0,49.2644207652227,-123.1738786460222,2024-01-05 18:57:07.355,1,0,1,1,0,1,0,0,0,0,1,0,1
Ocean Park Place Apartments,West End Apartments,"990 Broughton St, Vancouver, BC V6G 2A5",Vancouver,"Bachelor available at 990 Broughton Street, Vancouver",0,1.0,410,2505,1,49.28602362918453,-123.1326342148867,2024-01-05 18:57:07.355,0,1,0,0,0,1,0,0,1,0,0,0,0
Ocean Park Place Apartments,West End Apartments,"990 Broughton St, Vancouver, BC V6G 2A5",Vancouver,"1 Bdrm available at 990 Broughton Street, Vancouver",1,1.0,550,2810,1,49.28602362918453,-123.1326342148867,2024-01-05 18:57:07.355,0,1,0,0,0,1,0,0,1,0,0,0,0
Ocean Park Place Apartments,West End Apartments,"990 Broughton St, Vancouver, BC V6G 2A5",Vancouver,"2 Bdrm available at 990 Broughton Street, Vancouver",2,1.0,680,3640,1,49.28602362918453,-123.1326342148867,2024-01-05 18:57:07.355,0,1,0,0,0,1,0,0,1,0,0,0,0
Fraser Flats Apartments,Killarney Apartments,"3688 3618-3688 Sawmill Crescent, Vancouver, BC V5S 0E6",Vancouver,"1 Bdrm available at 3618-3688 Sawmill Crescent, Vancouver",1,1.0,586,2465,1,49.20621279601212,-123.0245443863464,2024-01-05 18:57:07.355,0,1,0,1,0,1,0,0,1,0,0,0,0
Fraser Flats Apartments,Killarney Apartments,"3688 3618-3688 Sawmill Crescent, Vancouver, BC V5S 0E6",Vancouver,"1 Bdrm + Den available at 3618-3688 Sawmill Crescent, Vancouver",1,1.0,710,2520,1,49.20621279601212,-123.0245443863464,2024-01-05 18:57:07.355,0,1,0,1,0,1,0,0,1,0,0,0,0
Fraser Flats Apartments,Killarney Apartments,"3688 3618-3688 Sawmill Crescent, Vancouver, BC V5S 0E6",Vancouver,"2 Bdrm available at 3618-3688 Sawmill Crescent, Vancouver",2,1.0,862,3075,1,49.20621279601212,-123.0245443863464,2024-01-05 18:57:07.355,0,1,0,1,0,1,0,0,1,0,0,0,0
The Residency,West End Apartments,"1049 Chilco St, Vancouver, BC V6G 2R7",Vancouver,One Bedroom,1,1.0,569,2695,0,49.29035072483826,-123.1430796384764,2024-01-05 18:57:07.355,1,0,0,0,0,1,0,0,0,0,1,0,0
The Residency,West End Apartments,"1049 Chilco St, Vancouver, BC V6G 2R7",Vancouver,Two Bedrooms,2,1.0,904,3795,0,49.29035072483826,-123.1430796384764,2024-01-05 18:57:07.355,1,0,0,0,0,1,0,0,0,0,1,0,0
935 Jervis,West End Apartments,"935 Jervis St, Vancouver, BC V6E 2B5",Vancouver,Apartment,1,1.0,488,2950,1,49.28572306748246,-123.1306569689918,2024-01-05 18:57:07.355,0,0,0,0,0,0,0,0,0,1,0,0,0
935 Jervis,West End Apartments,"935 Jervis St, Vancouver, BC V6E 2B5",Vancouver,Apartment,2,1.0,707,3675,1,49.28572306748246,-123.1306569689918,2024-01-05 18:57:07.355,0,0,0,0,0,0,0,0,0,1,0,0,0
935 Jervis,West End Apartments,"935 Jervis St, Vancouver, BC V6E 2B5",Vancouver,Aprtment,2,1.0,681,3590,1,49.28572306748246,-123.1306569689918,2024-01-05 18:57:07.355,0,0,0,0,0,0,0,0,0,1,0,0,0
935 Jervis,West End Apartments,"935 Jervis St, Vancouver, BC V6E 2B5",Vancouver,Apartment,3,1.0,1080,4300,1,49.28572306748246,-123.1306569689918,2024-01-05 18:57:07.355,0,0,0,0,0,0,0,0,0,1,0,0,0
Azura 1 ,Downtown Vancouver Apartments,"1495 1495 / 1438 Richards St, Vancouver, BC V6Z 3B9",Vancouver,1 Bedroom,1,1.0,750,2700,0,49.2726,-123.12801,2024-01-05 18:57:07.355,0,0,0,0,0,0,0,0,0,0,0,0,0
Azura 1 ,Downtown Vancouver Apartments,"1495 1495 / 1438 Richards St, Vancouver, BC V6Z 3B9",Vancouver,2 Bedroom,2,2.0,1138,4200,0,49.2726,-123.12801,2024-01-05 18:57:07.355,0,0,0,0,0,0,0,0,0,0,0,0,0
Vancouver House,Downtown Vancouver Apartments,"1480 Howe St, Vancouver, BC V6Z 0G5",Vancouver,Condos,0,1.0,434,2800,1,49.27490144243474,-123.1314857441482,2024-01-05 18:57:07.355,0,1,0,0,0,1,1,1,1,1,1,0,1
Vancouver House,Downtown Vancouver Apartments,"1480 Howe St, Vancouver, BC V6Z 0G5",Vancouver,Condos,1,1.0,361,3400,1,49.27490144243474,-123.1314857441482,2024-01-05 18:57:07.355,0,1,0,0,0,1,1,1,1,1,1,0,1
Vancouver House,Downtown Vancouver Apartments,"1480 Howe St, Vancouver, BC V6Z 0G5",Vancouver,Condos,2,2.0,660,4000,1,49.27490144243474,-123.1314857441482,2024-01-05 18:57:07.355,0,1,0,0,0,1,1,1,1,1,1,0,1
Eterno,West End Apartments,"1168 Pendrell St, Vancouver, BC V6E 1L4",Vancouver,Luxury,1,1.0,465,3000,1,49.28196754630817,-123.1316071027927,2024-01-05 18:57:07.355,1,0,1,0,0,1,0,0,0,1,1,0,1
Eterno,West End Apartments,"1168 Pendrell St, Vancouver, BC V6E 1L4",Vancouver,Luxury,2,1.0,705,3650,1,49.28196754630817,-123.1316071027927,2024-01-05 18:57:07.355,1,0,1,0,0,1,0,0,0,1,1,0,1
Eterno,West End Apartments,"1168 Pendrell St, Vancouver, BC V6E 1L4",Vancouver,Luxury,2,2.0,705,3975,1,49.28196754630817,-123.1316071027927,2024-01-05 18:57:07.355,1,0,1,0,0,1,0,0,0,1,1,0,1
Eterno,West End Apartments,"1168 Pendrell St, Vancouver, BC V6E 1L4",Vancouver,Penthouse,2,2.0,790,4750,1,49.28196754630817,-123.1316071027927,2024-01-05 18:57:07.355,1,0,1,0,0,1,0,0,0,1,1,0,1
One Burrard Place,Downtown Vancouver Apartments,"1289 Hornby St, Vancouver, BC V6Z 0G7",Vancouver,Condo,0,1.0,439,3000,1,49.27755023450039,-123.1295647657995,2024-01-05 18:57:07.355,0,1,1,0,0,0,1,1,1,1,1,0,1
One Burrard Place,Downtown Vancouver Apartments,"1289 Hornby St, Vancouver, BC V6Z 0G7",Vancouver,Condo,1,1.0,464,3200,1,49.27755023450039,-123.1295647657995,2024-01-05 18:57:07.355,0,1,1,0,0,0,1,1,1,1,1,0,1
The Florida,West End Apartments,"1170 Barclay St, Vancouver, BC V6E 1H1",Vancouver,Luxury,0,1.0,400,2875,1,49.28446682431242,-123.1290443830871,2024-01-05 18:57:07.355,1,0,1,0,0,1,0,0,1,1,1,0,1
The Florida,West End Apartments,"1170 Barclay St, Vancouver, BC V6E 1H1",Vancouver,Penthouse,0,1.0,415,2950,1,49.28446682431242,-123.1290443830871,2024-01-05 18:57:07.355,1,0,1,0,0,1,0,0,1,1,1,0,1
The Florida,West End Apartments,"1170 Barclay St, Vancouver, BC V6E 1H1",Vancouver,Luxury,1,2.0,541,3690,1,49.28446682431242,-123.1290443830871,2024-01-05 18:57:07.355,1,0,1,0,0,1,0,0,1,1,1,0,1
The Florida,West End Apartments,"1170 Barclay St, Vancouver, BC V6E 1H1",Vancouver,Penthouse,1,2.0,616,3690,1,49.28446682431242,-123.1290443830871,2024-01-05 18:57:07.355,1,0,1,0,0,1,0,0,1,1,1,0,1
The Florida,West End Apartments,"1170 Barclay St, Vancouver, BC V6E 1H1",Vancouver,Luxury,2,2.0,690,3990,1,49.28446682431242,-123.1290443830871,2024-01-05 18:57:07.355,1,0,1,0,0,1,0,0,1,1,1,0,1
Royal Villa,Marpole Apartments,"8675 French St, Vancouver, BC V6P 4W5",Vancouver,Royal Villa - Plan B,0,1.0,460,2145,1,49.20747848476663,-123.1393077633369,2024-01-05 18:57:07.355,0,0,0,0,0,1,0,0,1,0,1,0,0
Royal Villa,Marpole Apartments,"8675 French St, Vancouver, BC V6P 4W5",Vancouver,Royal Villa - Plan C,1,1.0,652,2625,1,49.20747848476663,-123.1393077633369,2024-01-05 18:57:07.355,0,0,0,0,0,1,0,0,1,0,1,0,0
Fontainebleau Apartments,Kerrisdale Apartments,"5455 Balsam St, Vancouver, BC V6M 4B3",Vancouver,Two Bedroom,2,2.0,1066,4075,1,49.23697475192091,-123.1613619168251,2024-01-05 18:57:07.355,0,1,1,1,0,1,1,0,1,0,1,0,0
West Bay Court,West End Apartments,"1111 Pacific St, Vancouver, BC V6E 3X7",Vancouver,One Bedroom 101,1,1.0,625,2700,1,49.27850089934413,-123.134586828051,2024-01-05 18:57:07.355,1,0,1,0,0,1,0,0,1,0,1,0,0
West Bay Court,West End Apartments,"1111 Pacific St, Vancouver, BC V6E 3X7",Vancouver,One Bedroom 410,1,1.0,680,2800,1,49.27850089934413,-123.134586828051,2024-01-05 18:57:07.355,1,0,1,0,0,1,0,0,1,0,1,0,0
West Bay Court,West End Apartments,"1111 Pacific St, Vancouver, BC V6E 3X7",Vancouver,Two Bedroom 302,2,1.0,810,3600,1,49.27850089934413,-123.134586828051,2024-01-05 18:57:07.355,1,0,1,0,0,1,0,0,1,0,1,0,0
West Bay Court,West End Apartments,"1111 Pacific St, Vancouver, BC V6E 3X7",Vancouver,Two Bedroom 415,2,1.0,900,3800,1,49.27850089934413,-123.134586828051,2024-01-05 18:57:07.355,1,0,1,0,0,1,0,0,1,0,1,0,0
West Bay Court,West End Apartments,"1111 Pacific St, Vancouver, BC V6E 3X7",Vancouver,Two Bedroom 411,2,1.0,900,3950,1,49.27850089934413,-123.134586828051,2024-01-05 18:57:07.355,1,0,1,0,0,1,0,0,1,0,1,0,0
The Duke,Mt,"333 11th Ave E, Vancouver, BC V5T 0H1",Vancouver,0 Bedroom | 1 Bathroom,0,1.0,408,2395,1,49.26074295254206,-123.0960735385311,2024-01-05 18:57:07.355,1,0,1,1,0,1,0,0,0,0,1,0,1
The Duke,Mt,"333 11th Ave E, Vancouver, BC V5T 0H1",Vancouver,1 Bedroom | 1 Bathroom,1,1.0,615,2715,1,49.26074295254206,-123.0960735385311,2024-01-05 18:57:07.355,1,0,1,1,0,1,0,0,0,0,1,0,1
The Duke,Mt,"333 11th Ave E, Vancouver, BC V5T 0H1",Vancouver,2 Bedroom | 2 Bathroom,2,2.0,663,3585,1,49.26074295254206,-123.0960735385311,2024-01-05 18:57:07.355,1,0,1,1,0,1,0,0,0,0,1,0,1
ARIA,Oakridge Apartments,"488 41st Ave W, Vancouver, BC V5Y 2S7",Vancouver,6th Floor 1 Bedroom + Balcony,1,1.0,503,2800,1,49.23337472305793,-123.1152205045598,2024-01-05 18:57:07.355,1,0,1,0,0,1,0,0,1,0,1,0,1
ARIA,Oakridge Apartments,"488 41st Ave W, Vancouver, BC V5Y 2S7",Vancouver,1 Bed/1 Bath + Den + Patio (PET FRIENDLY),1,1.0,588,2950,1,49.23337472305793,-123.1152205045598,2024-01-05 18:57:07.355,1,0,1,0,0,1,0,0,1,0,1,0,1
ARIA,Oakridge Apartments,"488 41st Ave W, Vancouver, BC V5Y 2S7",Vancouver,2 Bed/2 Bath City Home,2,2.0,904,3700,1,49.23337472305793,-123.1152205045598,2024-01-05 18:57:07.355,1,0,1,0,0,1,0,0,1,0,1,0,1
The Mansion,West End Apartments,"1523 Davie St, Vancouver, BC V6G 3A2",Vancouver,Studios,0,1.0,525,2350,0,49.28465928664995,-123.1376660653226,2024-01-05 18:57:07.355,0,0,1,1,0,1,0,0,0,0,0,0,0
The Mansion,West End Apartments,"1523 Davie St, Vancouver, BC V6G 3A2",Vancouver,1 Bedrooms,1,1.0,700,2995,0,49.28465928664995,-123.1376660653226,2024-01-05 18:57:07.355,0,0,1,1,0,1,0,0,0,0,0,0,0
The Mansion,West End Apartments,"1523 Davie St, Vancouver, BC V6G 3A2",Vancouver,2 Bedrooms,2,2.0,1048,4495,0,49.28465928664995,-123.1376660653226,2024-01-05 18:57:07.355,0,0,1,1,0,1,0,0,0,0,0,0,0
The Mansion,West End Apartments,"1523 Davie St, Vancouver, BC V6G 3A2",Vancouver,3 Bedrooms,3,2.0,1020,4650,0,49.28465928664995,-123.1376660653226,2024-01-05 18:57:07.355,0,0,1,1,0,1,0,0,0,0,0,0,0
Bayshore Outlook,Downtown Vancouver Apartments,"699 Cardero St, Vancouver, BC V6G 3H7",Vancouver,1 Bedroom - bay & city view,1,1.0,704,3250,0,49.29064753712411,-123.1305881228973,2024-01-05 18:57:07.355,1,1,1,0,0,1,0,1,1,0,0,0,1
Bayshore Outlook,Downtown Vancouver Apartments,"699 Cardero St, Vancouver, BC V6G 3H7",Vancouver,Two-bedroom,2,2.0,944,3980,0,49.29064753712411,-123.1305881228973,2024-01-05 18:57:07.355,1,1,1,0,0,1,0,1,1,0,0,0,1
Arbutus Residences,Quilchena Apartments,"4188 Yew St, Vancouver, BC V6L 0C1",Vancouver,Studio,0,1.0,450,2500,1,49.25038390249504,-123.1555162078964,2024-01-05 18:57:07.355,0,1,1,1,0,1,0,1,1,0,1,0,1
Arbutus Residences,Quilchena Apartments,"4188 Yew St, Vancouver, BC V6L 0C1",Vancouver,One-Bedroom,1,1.0,725,4160,1,49.25038390249504,-123.1555162078964,2024-01-05 18:57:07.355,0,1,1,1,0,1,0,1,1,0,1,0,1
Arbutus Residences,Quilchena Apartments,"4188 Yew St, Vancouver, BC V6L 0C1",Vancouver,Two-Bedroom,2,2.0,980,4250,1,49.25038390249504,-123.1555162078964,2024-01-05 18:57:07.355,0,1,1,1,0,1,0,1,1,0,1,0,1
Arbutus Residences,Quilchena Apartments,"4188 Yew St, Vancouver, BC V6L 0C1",Vancouver,Two-Bedroom,2,1.0,735,4195,1,49.25038390249504,-123.1555162078964,2024-01-05 18:57:07.355,0,1,1,1,0,1,0,1,1,0,1,0,1
Pendrell,West End Apartments,"1108 Pendrell St, Vancouver, BC V6E 0C7",Vancouver,A1,0,1.0,433,2450,1,49.28118520360253,-123.1304021159781,2024-01-05 18:57:07.355,1,1,1,1,0,1,0,0,1,0,1,0,1
Pendrell,West End Apartments,"1108 Pendrell St, Vancouver, BC V6E 0C7",Vancouver,C6,1,1.0,423,2650,1,49.28118520360253,-123.1304021159781,2024-01-05 18:57:07.355,1,1,1,1,0,1,0,0,1,0,1,0,1
Pendrell,West End Apartments,"1108 Pendrell St, Vancouver, BC V6E 0C7",Vancouver,C5,1,1.0,415,2650,1,49.28118520360253,-123.1304021159781,2024-01-05 18:57:07.355,1,1,1,1,0,1,0,0,1,0,1,0,1
Pendrell,West End Apartments,"1108 Pendrell St, Vancouver, BC V6E 0C7",Vancouver,C7,1,1.0,448,2650,1,49.28118520360253,-123.1304021159781,2024-01-05 18:57:07.355,1,1,1,1,0,1,0,0,1,0,1,0,1
Pendrell,West End Apartments,"1108 Pendrell St, Vancouver, BC V6E 0C7",Vancouver,C8,1,1.0,523,2895,1,49.28118520360253,-123.1304021159781,2024-01-05 18:57:07.355,1,1,1,1,0,1,0,0,1,0,1,0,1
Pendrell,West End Apartments,"1108 Pendrell St, Vancouver, BC V6E 0C7",Vancouver,PH6,2,2.5,1218,4500,1,49.28118520360253,-123.1304021159781,2024-01-05 18:57:07.355,1,1,1,1,0,1,0,0,1,0,1,0,1
928 Beatty Street,Downtown Vancouver Apartments,"928 Beatty St, Vancouver, BC V6Z 3G6",Vancouver,Condos,0,1.0,443,2690,1,49.27633375178051,-123.1157516011131,2024-01-05 18:57:07.355,0,1,1,0,0,0,1,1,0,1,1,0,1
928 Beatty Street,Downtown Vancouver Apartments,"928 Beatty St, Vancouver, BC V6Z 3G6",Vancouver,Condos,1,1.0,510,3000,1,49.27633375178051,-123.1157516011131,2024-01-05 18:57:07.355,0,1,1,0,0,0,1,1,0,1,1,0,1
Chronicle,West End Apartments,"825 Nicola St, Vancouver, BC V6G 2C4",Vancouver,1 Bedroom,1,1.0,627,2962,1,49.2884023796812,-123.131653537219,2024-01-05 18:57:07.355,1,1,1,1,0,1,0,1,1,0,0,0,1
Chronicle,West End Apartments,"825 Nicola St, Vancouver, BC V6G 2C4",Vancouver,Junior One Bedroom,1,1.0,511,3006,1,49.2884023796812,-123.131653537219,2024-01-05 18:57:07.355,1,1,1,1,0,1,0,1,1,0,0,0,1
Chronicle,West End Apartments,"825 Nicola St, Vancouver, BC V6G 2C4",Vancouver,2 Bedroom,2,2.0,800,4094,1,49.2884023796812,-123.131653537219,2024-01-05 18:57:07.355,1,1,1,1,0,1,0,1,1,0,0,0,1
1348 Barclay Street,West End Apartments,"1348 Barclay St, Vancouver, BC V6E 1H7",Vancouver,Vancouver Bachelor,0,1.0,445,2536,1,49.28624123486091,-123.1317609280954,2024-01-05 18:57:07.355,0,0,0,0,0,1,1,0,0,0,0,0,0
1348 Barclay Street,West End Apartments,"1348 Barclay St, Vancouver, BC V6E 1H7",Vancouver,Vancouver 2 Bedrooms,2,1.0,780,3492,1,49.28624123486091,-123.1317609280954,2024-01-05 18:57:07.355,0,0,0,0,0,1,1,0,0,0,0,0,0
