Building,Neighbourhood,Address,City,Listing,Bed,Bath,SqFt,Price,Unit Amenities,Building Amenities,Pets,Latitude,Longitude,Date
Cité L,Saint,"8205 Av Du Cirque, Montréal, QC H1Z 0B5",Montréal,"2 beds, 1 bath",2 Bedrooms,1 Bathroom,925 SQFT,"$2,180","Air Conditioning, Balcony, Central Heat, Dishwasher, Hardwood Floor, In Unit Laundry, On Site Laundry, Walk In Closets","Business Center, Controlled Access, Elevator, Fitness Center, Garage Parking, On Site Laundry, Onsite Management, Outdoor Space, Residents Lounge, Storage, Wheelchair Accessible",Dogs & Cats,45.56148451200157,-73.6140321760005,2024-03-19 04:59:19.228
Cité L,Saint,"8205 Av Du Cirque, Montréal, QC H1Z 0B5",Montréal,"2 beds, 1 bath",2 Bedrooms,1 Bathroom,925 SQFT,"$2,180","Air Conditioning, Balcony, Central Heat, Dishwasher, Hardwood Floor, In Unit Laundry, On Site Laundry, Walk In Closets","Business Center, Controlled Access, Elevator, Fitness Center, Garage Parking, On Site Laundry, Onsite Management, Outdoor Space, Residents Lounge, Storage, Wheelchair Accessible",Dogs & Cats,45.56148451200157,-73.6140321760005,2024-03-19 04:59:19.228
Cité L,Saint,"8205 Av Du Cirque, Montréal, QC H1Z 0B5",Montréal,"2 beds, 1 bath",2 Bedrooms,1 Bathroom,905 SQFT,"$2,190","Air Conditioning, Balcony, Central Heat, Dishwasher, Hardwood Floor, In Unit Laundry, On Site Laundry, Walk In Closets","Business Center, Controlled Access, Elevator, Fitness Center, Garage Parking, On Site Laundry, Onsite Management, Outdoor Space, Residents Lounge, Storage, Wheelchair Accessible",Dogs & Cats,45.56148451200157,-73.6140321760005,2024-03-19 04:59:19.228
Cité L,Saint,"8205 Av Du Cirque, Montréal, QC H1Z 0B5",Montréal,"2 beds, 1 bath",2 Bedrooms,1 Bathroom,927 SQFT,"$2,190","Air Conditioning, Balcony, Central Heat, Dishwasher, Hardwood Floor, In Unit Laundry, On Site Laundry, Walk In Closets","Business Center, Controlled Access, Elevator, Fitness Center, Garage Parking, On Site Laundry, Onsite Management, Outdoor Space, Residents Lounge, Storage, Wheelchair Accessible",Dogs & Cats,45.56148451200157,-73.6140321760005,2024-03-19 04:59:19.228
Cité L,Saint,"8205 Av Du Cirque, Montréal, QC H1Z 0B5",Montréal,"2 beds, 1 bath",2 Bedrooms,1 Bathroom,927 SQFT,"$2,190","Air Conditioning, Balcony, Central Heat, Dishwasher, Hardwood Floor, In Unit Laundry, On Site Laundry, Walk In Closets","Business Center, Controlled Access, Elevator, Fitness Center, Garage Parking, On Site Laundry, Onsite Management, Outdoor Space, Residents Lounge, Storage, Wheelchair Accessible",Dogs & Cats,45.56148451200157,-73.6140321760005,2024-03-19 04:59:19.228
Cité L,Saint,"8205 Av Du Cirque, Montréal, QC H1Z 0B5",Montréal,"2 beds, 1 bath",2 Bedrooms,1 Bathroom,916 SQFT,"$2,200","Air Conditioning, Balcony, Central Heat, Dishwasher, Hardwood Floor, In Unit Laundry, On Site Laundry, Walk In Closets","Business Center, Controlled Access, Elevator, Fitness Center, Garage Parking, On Site Laundry, Onsite Management, Outdoor Space, Residents Lounge, Storage, Wheelchair Accessible",Dogs & Cats,45.56148451200157,-73.6140321760005,2024-03-19 04:59:19.228
Cité L,Saint,"8205 Av Du Cirque, Montréal, QC H1Z 0B5",Montréal,"2 beds, 1 bath",2 Bedrooms,1 Bathroom,916 SQFT,"$2,200","Air Conditioning, Balcony, Central Heat, Dishwasher, Hardwood Floor, In Unit Laundry, On Site Laundry, Walk In Closets","Business Center, Controlled Access, Elevator, Fitness Center, Garage Parking, On Site Laundry, Onsite Management, Outdoor Space, Residents Lounge, Storage, Wheelchair Accessible",Dogs & Cats,45.56148451200157,-73.6140321760005,2024-03-19 04:59:19.228
Cité L,Saint,"8205 Av Du Cirque, Montréal, QC H1Z 0B5",Montréal,"2 beds, 1 bath",2 Bedrooms,1 Bathroom,916 SQFT,"$2,200","Air Conditioning, Balcony, Central Heat, Dishwasher, Hardwood Floor, In Unit Laundry, On Site Laundry, Walk In Closets","Business Center, Controlled Access, Elevator, Fitness Center, Garage Parking, On Site Laundry, Onsite Management, Outdoor Space, Residents Lounge, Storage, Wheelchair Accessible",Dogs & Cats,45.56148451200157,-73.6140321760005,2024-03-19 04:59:19.228
Cité L,Saint,"8205 Av Du Cirque, Montréal, QC H1Z 0B5",Montréal,"2 beds, 1 bath",2 Bedrooms,1 Bathroom,916 SQFT,"$2,200","Air Conditioning, Balcony, Central Heat, Dishwasher, Hardwood Floor, In Unit Laundry, On Site Laundry, Walk In Closets","Business Center, Controlled Access, Elevator, Fitness Center, Garage Parking, On Site Laundry, Onsite Management, Outdoor Space, Residents Lounge, Storage, Wheelchair Accessible",Dogs & Cats,45.56148451200157,-73.6140321760005,2024-03-19 04:59:19.228
Cité L,Saint,"8205 Av Du Cirque, Montréal, QC H1Z 0B5",Montréal,"2 beds, 1 bath",2 Bedrooms,1 Bathroom,865 SQFT,"$2,205","Air Conditioning, Balcony, Central Heat, Dishwasher, Hardwood Floor, In Unit Laundry, On Site Laundry, Walk In Closets","Business Center, Controlled Access, Elevator, Fitness Center, Garage Parking, On Site Laundry, Onsite Management, Outdoor Space, Residents Lounge, Storage, Wheelchair Accessible",Dogs & Cats,45.56148451200157,-73.6140321760005,2024-03-19 04:59:19.228
Cité L,Saint,"8205 Av Du Cirque, Montréal, QC H1Z 0B5",Montréal,"2 beds, 1 bath",2 Bedrooms,1 Bathroom,862 SQFT,"$2,205","Air Conditioning, Balcony, Central Heat, Dishwasher, Hardwood Floor, In Unit Laundry, On Site Laundry, Walk In Closets","Business Center, Controlled Access, Elevator, Fitness Center, Garage Parking, On Site Laundry, Onsite Management, Outdoor Space, Residents Lounge, Storage, Wheelchair Accessible",Dogs & Cats,45.56148451200157,-73.6140321760005,2024-03-19 04:59:19.228
Cité L,Saint,"8205 Av Du Cirque, Montréal, QC H1Z 0B5",Montréal,"2 beds, 1 bath",2 Bedrooms,1 Bathroom,902 SQFT,"$2,215","Air Conditioning, Balcony, Central Heat, Dishwasher, Hardwood Floor, In Unit Laundry, On Site Laundry, Walk In Closets","Business Center, Controlled Access, Elevator, Fitness Center, Garage Parking, On Site Laundry, Onsite Management, Outdoor Space, Residents Lounge, Storage, Wheelchair Accessible",Dogs & Cats,45.56148451200157,-73.6140321760005,2024-03-19 04:59:19.228
Cité L,Saint,"8205 Av Du Cirque, Montréal, QC H1Z 0B5",Montréal,"2 beds, 1 bath",2 Bedrooms,1 Bathroom,902 SQFT,"$2,215","Air Conditioning, Balcony, Central Heat, Dishwasher, Hardwood Floor, In Unit Laundry, On Site Laundry, Walk In Closets","Business Center, Controlled Access, Elevator, Fitness Center, Garage Parking, On Site Laundry, Onsite Management, Outdoor Space, Residents Lounge, Storage, Wheelchair Accessible",Dogs & Cats,45.56148451200157,-73.6140321760005,2024-03-19 04:59:19.228
Cité L,Saint,"8205 Av Du Cirque, Montréal, QC H1Z 0B5",Montréal,"2 beds, 1 bath",2 Bedrooms,1 Bathroom,875 SQFT,"$2,225","Air Conditioning, Balcony, Central Heat, Dishwasher, Hardwood Floor, In Unit Laundry, On Site Laundry, Walk In Closets","Business Center, Controlled Access, Elevator, Fitness Center, Garage Parking, On Site Laundry, Onsite Management, Outdoor Space, Residents Lounge, Storage, Wheelchair Accessible",Dogs & Cats,45.56148451200157,-73.6140321760005,2024-03-19 04:59:19.228
Cité L,Saint,"8205 Av Du Cirque, Montréal, QC H1Z 0B5",Montréal,"2 beds, 1 bath",2 Bedrooms,1 Bathroom,925 SQFT,"$2,225","Air Conditioning, Balcony, Central Heat, Dishwasher, Hardwood Floor, In Unit Laundry, On Site Laundry, Walk In Closets","Business Center, Controlled Access, Elevator, Fitness Center, Garage Parking, On Site Laundry, Onsite Management, Outdoor Space, Residents Lounge, Storage, Wheelchair Accessible",Dogs & Cats,45.56148451200157,-73.6140321760005,2024-03-19 04:59:19.228
Cité L,Saint,"8205 Av Du Cirque, Montréal, QC H1Z 0B5",Montréal,"2 beds, 1 bath",2 Bedrooms,1 Bathroom,878 SQFT,"$2,235","Air Conditioning, Balcony, Central Heat, Dishwasher, Hardwood Floor, In Unit Laundry, On Site Laundry, Walk In Closets","Business Center, Controlled Access, Elevator, Fitness Center, Garage Parking, On Site Laundry, Onsite Management, Outdoor Space, Residents Lounge, Storage, Wheelchair Accessible",Dogs & Cats,45.56148451200157,-73.6140321760005,2024-03-19 04:59:19.228
Cité L,Saint,"8205 Av Du Cirque, Montréal, QC H1Z 0B5",Montréal,"2 beds, 1 bath",2 Bedrooms,1 Bathroom,927 SQFT,"$2,235","Air Conditioning, Balcony, Central Heat, Dishwasher, Hardwood Floor, In Unit Laundry, On Site Laundry, Walk In Closets","Business Center, Controlled Access, Elevator, Fitness Center, Garage Parking, On Site Laundry, Onsite Management, Outdoor Space, Residents Lounge, Storage, Wheelchair Accessible",Dogs & Cats,45.56148451200157,-73.6140321760005,2024-03-19 04:59:19.228
Cité L,Saint,"8205 Av Du Cirque, Montréal, QC H1Z 0B5",Montréal,"2 beds, 1 bath",2 Bedrooms,1 Bathroom,927 SQFT,"$2,235","Air Conditioning, Balcony, Central Heat, Dishwasher, Hardwood Floor, In Unit Laundry, On Site Laundry, Walk In Closets","Business Center, Controlled Access, Elevator, Fitness Center, Garage Parking, On Site Laundry, Onsite Management, Outdoor Space, Residents Lounge, Storage, Wheelchair Accessible",Dogs & Cats,45.56148451200157,-73.6140321760005,2024-03-19 04:59:19.228
Cité L,Saint,"8205 Av Du Cirque, Montréal, QC H1Z 0B5",Montréal,"2 beds, 1 bath",2 Bedrooms,1 Bathroom,898 SQFT,"$2,275","Air Conditioning, Balcony, Central Heat, Dishwasher, Hardwood Floor, In Unit Laundry, On Site Laundry, Walk In Closets","Business Center, Controlled Access, Elevator, Fitness Center, Garage Parking, On Site Laundry, Onsite Management, Outdoor Space, Residents Lounge, Storage, Wheelchair Accessible",Dogs & Cats,45.56148451200157,-73.6140321760005,2024-03-19 04:59:19.228
Cité L,Saint,"8205 Av Du Cirque, Montréal, QC H1Z 0B5",Montréal,"2 beds, 1 bath",2 Bedrooms,1 Bathroom,898 SQFT,"$2,275","Air Conditioning, Balcony, Central Heat, Dishwasher, Hardwood Floor, In Unit Laundry, On Site Laundry, Walk In Closets","Business Center, Controlled Access, Elevator, Fitness Center, Garage Parking, On Site Laundry, Onsite Management, Outdoor Space, Residents Lounge, Storage, Wheelchair Accessible",Dogs & Cats,45.56148451200157,-73.6140321760005,2024-03-19 04:59:19.228
Cité L,Saint,"8205 Av Du Cirque, Montréal, QC H1Z 0B5",Montréal,"2 beds, 1 bath",2 Bedrooms,1 Bathroom,952 SQFT,"$2,280","Air Conditioning, Balcony, Central Heat, Dishwasher, Hardwood Floor, In Unit Laundry, On Site Laundry, Walk In Closets","Business Center, Controlled Access, Elevator, Fitness Center, Garage Parking, On Site Laundry, Onsite Management, Outdoor Space, Residents Lounge, Storage, Wheelchair Accessible",Dogs & Cats,45.56148451200157,-73.6140321760005,2024-03-19 04:59:19.228
Cité L,Saint,"8205 Av Du Cirque, Montréal, QC H1Z 0B5",Montréal,"2 beds, 1 bath",2 Bedrooms,1 Bathroom,950 SQFT,"$2,280","Air Conditioning, Balcony, Central Heat, Dishwasher, Hardwood Floor, In Unit Laundry, On Site Laundry, Walk In Closets","Business Center, Controlled Access, Elevator, Fitness Center, Garage Parking, On Site Laundry, Onsite Management, Outdoor Space, Residents Lounge, Storage, Wheelchair Accessible",Dogs & Cats,45.56148451200157,-73.6140321760005,2024-03-19 04:59:19.228
Cité L,Saint,"8205 Av Du Cirque, Montréal, QC H1Z 0B5",Montréal,"2 beds, 1 bath",2 Bedrooms,1 Bathroom,952 SQFT,"$2,280","Air Conditioning, Balcony, Central Heat, Dishwasher, Hardwood Floor, In Unit Laundry, On Site Laundry, Walk In Closets","Business Center, Controlled Access, Elevator, Fitness Center, Garage Parking, On Site Laundry, Onsite Management, Outdoor Space, Residents Lounge, Storage, Wheelchair Accessible",Dogs & Cats,45.56148451200157,-73.6140321760005,2024-03-19 04:59:19.228
Cité L,Saint,"8205 Av Du Cirque, Montréal, QC H1Z 0B5",Montréal,"2 beds, 1 bath",2 Bedrooms,1 Bathroom,950 SQFT,"$2,280","Air Conditioning, Balcony, Central Heat, Dishwasher, Hardwood Floor, In Unit Laundry, On Site Laundry, Walk In Closets","Business Center, Controlled Access, Elevator, Fitness Center, Garage Parking, On Site Laundry, Onsite Management, Outdoor Space, Residents Lounge, Storage, Wheelchair Accessible",Dogs & Cats,45.56148451200157,-73.6140321760005,2024-03-19 04:59:19.228
Cité L,Saint,"8205 Av Du Cirque, Montréal, QC H1Z 0B5",Montréal,"2 beds, 1 bath",2 Bedrooms,1 Bathroom,952 SQFT,"$2,280","Air Conditioning, Balcony, Central Heat, Dishwasher, Hardwood Floor, In Unit Laundry, On Site Laundry, Walk In Closets","Business Center, Controlled Access, Elevator, Fitness Center, Garage Parking, On Site Laundry, Onsite Management, Outdoor Space, Residents Lounge, Storage, Wheelchair Accessible",Dogs & Cats,45.56148451200157,-73.6140321760005,2024-03-19 04:59:19.228
Cité L,Saint,"8205 Av Du Cirque, Montréal, QC H1Z 0B5",Montréal,"2 beds, 1 bath",2 Bedrooms,1 Bathroom,952 SQFT,"$2,280","Air Conditioning, Balcony, Central Heat, Dishwasher, Hardwood Floor, In Unit Laundry, On Site Laundry, Walk In Closets","Business Center, Controlled Access, Elevator, Fitness Center, Garage Parking, On Site Laundry, Onsite Management, Outdoor Space, Residents Lounge, Storage, Wheelchair Accessible",Dogs & Cats,45.56148451200157,-73.6140321760005,2024-03-19 04:59:19.228
Cité L,Saint,"8205 Av Du Cirque, Montréal, QC H1Z 0B5",Montréal,"2 beds, 1 bath",2 Bedrooms,1 Bathroom,952 SQFT,"$2,325","Air Conditioning, Balcony, Central Heat, Dishwasher, Hardwood Floor, In Unit Laundry, On Site Laundry, Walk In Closets","Business Center, Controlled Access, Elevator, Fitness Center, Garage Parking, On Site Laundry, Onsite Management, Outdoor Space, Residents Lounge, Storage, Wheelchair Accessible",Dogs & Cats,45.56148451200157,-73.6140321760005,2024-03-19 04:59:19.228
Cité L,Saint,"8205 Av Du Cirque, Montréal, QC H1Z 0B5",Montréal,"2 beds, 1 bath",2 Bedrooms,1 Bathroom,950 SQFT,"$2,325","Air Conditioning, Balcony, Central Heat, Dishwasher, Hardwood Floor, In Unit Laundry, On Site Laundry, Walk In Closets","Business Center, Controlled Access, Elevator, Fitness Center, Garage Parking, On Site Laundry, Onsite Management, Outdoor Space, Residents Lounge, Storage, Wheelchair Accessible",Dogs & Cats,45.56148451200157,-73.6140321760005,2024-03-19 04:59:19.228
Cité L,Saint,"8205 Av Du Cirque, Montréal, QC H1Z 0B5",Montréal,"2 beds, 1 bath",2 Bedrooms,1 Bathroom,952 SQFT,"$2,325","Air Conditioning, Balcony, Central Heat, Dishwasher, Hardwood Floor, In Unit Laundry, On Site Laundry, Walk In Closets","Business Center, Controlled Access, Elevator, Fitness Center, Garage Parking, On Site Laundry, Onsite Management, Outdoor Space, Residents Lounge, Storage, Wheelchair Accessible",Dogs & Cats,45.56148451200157,-73.6140321760005,2024-03-19 04:59:19.228
Cité L,Saint,"8205 Av Du Cirque, Montréal, QC H1Z 0B5",Montréal,"2 beds, 1 bath",2 Bedrooms,1 Bathroom,968 SQFT,"$2,340","Air Conditioning, Balcony, Central Heat, Dishwasher, Hardwood Floor, In Unit Laundry, On Site Laundry, Walk In Closets","Business Center, Controlled Access, Elevator, Fitness Center, Garage Parking, On Site Laundry, Onsite Management, Outdoor Space, Residents Lounge, Storage, Wheelchair Accessible",Dogs & Cats,45.56148451200157,-73.6140321760005,2024-03-19 04:59:19.228
Cité L,Saint,"8205 Av Du Cirque, Montréal, QC H1Z 0B5",Montréal,"2 beds, 1 bath",2 Bedrooms,1 Bathroom,968 SQFT,"$2,340","Air Conditioning, Balcony, Central Heat, Dishwasher, Hardwood Floor, In Unit Laundry, On Site Laundry, Walk In Closets","Business Center, Controlled Access, Elevator, Fitness Center, Garage Parking, On Site Laundry, Onsite Management, Outdoor Space, Residents Lounge, Storage, Wheelchair Accessible",Dogs & Cats,45.56148451200157,-73.6140321760005,2024-03-19 04:59:19.228
Cité L,Saint,"8205 Av Du Cirque, Montréal, QC H1Z 0B5",Montréal,"2 beds, 1 bath",2 Bedrooms,1 Bathroom,968 SQFT,"$2,340","Air Conditioning, Balcony, Central Heat, Dishwasher, Hardwood Floor, In Unit Laundry, On Site Laundry, Walk In Closets","Business Center, Controlled Access, Elevator, Fitness Center, Garage Parking, On Site Laundry, Onsite Management, Outdoor Space, Residents Lounge, Storage, Wheelchair Accessible",Dogs & Cats,45.56148451200157,-73.6140321760005,2024-03-19 04:59:19.228
Cité L,Saint,"8205 Av Du Cirque, Montréal, QC H1Z 0B5",Montréal,"2 beds, 1 bath",2 Bedrooms,1 Bathroom,968 SQFT,"$2,395","Air Conditioning, Balcony, Central Heat, Dishwasher, Hardwood Floor, In Unit Laundry, On Site Laundry, Walk In Closets","Business Center, Controlled Access, Elevator, Fitness Center, Garage Parking, On Site Laundry, Onsite Management, Outdoor Space, Residents Lounge, Storage, Wheelchair Accessible",Dogs & Cats,45.56148451200157,-73.6140321760005,2024-03-19 04:59:19.228
Cité L,Saint,"8205 Av Du Cirque, Montréal, QC H1Z 0B5",Montréal,"3 beds, 2 baths",3 Bedrooms,2 Bathrooms,"1,058 SQFT","$2,590","Air Conditioning, Balcony, Central Heat, Dishwasher, Hardwood Floor, In Unit Laundry, On Site Laundry, Walk In Closets","Business Center, Controlled Access, Elevator, Fitness Center, Garage Parking, On Site Laundry, Onsite Management, Outdoor Space, Residents Lounge, Storage, Wheelchair Accessible",Dogs & Cats,45.56148451200157,-73.6140321760005,2024-03-19 04:59:19.228
Cité L,Saint,"8205 Av Du Cirque, Montréal, QC H1Z 0B5",Montréal,"3 beds, 2 baths",3 Bedrooms,2 Bathrooms,"1,058 SQFT","$2,590","Air Conditioning, Balcony, Central Heat, Dishwasher, Hardwood Floor, In Unit Laundry, On Site Laundry, Walk In Closets","Business Center, Controlled Access, Elevator, Fitness Center, Garage Parking, On Site Laundry, Onsite Management, Outdoor Space, Residents Lounge, Storage, Wheelchair Accessible",Dogs & Cats,45.56148451200157,-73.6140321760005,2024-03-19 04:59:19.228
Cité L,Saint,"8205 Av Du Cirque, Montréal, QC H1Z 0B5",Montréal,"3 beds, 2 baths",3 Bedrooms,2 Bathrooms,"1,058 SQFT","$2,595","Air Conditioning, Balcony, Central Heat, Dishwasher, Hardwood Floor, In Unit Laundry, On Site Laundry, Walk In Closets","Business Center, Controlled Access, Elevator, Fitness Center, Garage Parking, On Site Laundry, Onsite Management, Outdoor Space, Residents Lounge, Storage, Wheelchair Accessible",Dogs & Cats,45.56148451200157,-73.6140321760005,2024-03-19 04:59:19.228
Cité L,Saint,"8205 Av Du Cirque, Montréal, QC H1Z 0B5",Montréal,"3 beds, 2 baths",3 Bedrooms,2 Bathrooms,"1,093 SQFT","$2,675","Air Conditioning, Balcony, Central Heat, Dishwasher, Hardwood Floor, In Unit Laundry, On Site Laundry, Walk In Closets","Business Center, Controlled Access, Elevator, Fitness Center, Garage Parking, On Site Laundry, Onsite Management, Outdoor Space, Residents Lounge, Storage, Wheelchair Accessible",Dogs & Cats,45.56148451200157,-73.6140321760005,2024-03-19 04:59:19.228
Cité L,Saint,"8205 Av Du Cirque, Montréal, QC H1Z 0B5",Montréal,"3 beds, 2 baths",3 Bedrooms,2 Bathrooms,"1,093 SQFT","$2,680","Air Conditioning, Balcony, Central Heat, Dishwasher, Hardwood Floor, In Unit Laundry, On Site Laundry, Walk In Closets","Business Center, Controlled Access, Elevator, Fitness Center, Garage Parking, On Site Laundry, Onsite Management, Outdoor Space, Residents Lounge, Storage, Wheelchair Accessible",Dogs & Cats,45.56148451200157,-73.6140321760005,2024-03-19 04:59:19.228
Cité L,Saint,"8205 Av Du Cirque, Montréal, QC H1Z 0B5",Montréal,"3 beds, 2 baths",3 Bedrooms,2 Bathrooms,"1,093 SQFT","$2,680","Air Conditioning, Balcony, Central Heat, Dishwasher, Hardwood Floor, In Unit Laundry, On Site Laundry, Walk In Closets","Business Center, Controlled Access, Elevator, Fitness Center, Garage Parking, On Site Laundry, Onsite Management, Outdoor Space, Residents Lounge, Storage, Wheelchair Accessible",Dogs & Cats,45.56148451200157,-73.6140321760005,2024-03-19 04:59:19.228
Cité L,Saint,"8205 Av Du Cirque, Montréal, QC H1Z 0B5",Montréal,"3 beds, 2 baths",3 Bedrooms,2 Bathrooms,"1,093 SQFT","$2,680","Air Conditioning, Balcony, Central Heat, Dishwasher, Hardwood Floor, In Unit Laundry, On Site Laundry, Walk In Closets","Business Center, Controlled Access, Elevator, Fitness Center, Garage Parking, On Site Laundry, Onsite Management, Outdoor Space, Residents Lounge, Storage, Wheelchair Accessible",Dogs & Cats,45.56148451200157,-73.6140321760005,2024-03-19 04:59:19.228
Cité L,Saint,"8205 Av Du Cirque, Montréal, QC H1Z 0B5",Montréal,"3 beds, 2 baths",3 Bedrooms,2 Bathrooms,"1,093 SQFT","$2,680","Air Conditioning, Balcony, Central Heat, Dishwasher, Hardwood Floor, In Unit Laundry, On Site Laundry, Walk In Closets","Business Center, Controlled Access, Elevator, Fitness Center, Garage Parking, On Site Laundry, Onsite Management, Outdoor Space, Residents Lounge, Storage, Wheelchair Accessible",Dogs & Cats,45.56148451200157,-73.6140321760005,2024-03-19 04:59:19.228
Cité L,Saint,"8205 Av Du Cirque, Montréal, QC H1Z 0B5",Montréal,"3 beds, 2 baths",3 Bedrooms,2 Bathrooms,"1,081 SQFT","$2,720","Air Conditioning, Balcony, Central Heat, Dishwasher, Hardwood Floor, In Unit Laundry, On Site Laundry, Walk In Closets","Business Center, Controlled Access, Elevator, Fitness Center, Garage Parking, On Site Laundry, Onsite Management, Outdoor Space, Residents Lounge, Storage, Wheelchair Accessible",Dogs & Cats,45.56148451200157,-73.6140321760005,2024-03-19 04:59:19.228
Cité L,Saint,"8205 Av Du Cirque, Montréal, QC H1Z 0B5",Montréal,"3 beds, 2 baths",3 Bedrooms,2 Bathrooms,"1,108 SQFT","$2,785","Air Conditioning, Balcony, Central Heat, Dishwasher, Hardwood Floor, In Unit Laundry, On Site Laundry, Walk In Closets","Business Center, Controlled Access, Elevator, Fitness Center, Garage Parking, On Site Laundry, Onsite Management, Outdoor Space, Residents Lounge, Storage, Wheelchair Accessible",Dogs & Cats,45.56148451200157,-73.6140321760005,2024-03-19 04:59:19.228
Cité L,Saint,"8205 Av Du Cirque, Montréal, QC H1Z 0B5",Montréal,"3 beds, 2 baths",3 Bedrooms,2 Bathrooms,"1,108 SQFT","$2,785","Air Conditioning, Balcony, Central Heat, Dishwasher, Hardwood Floor, In Unit Laundry, On Site Laundry, Walk In Closets","Business Center, Controlled Access, Elevator, Fitness Center, Garage Parking, On Site Laundry, Onsite Management, Outdoor Space, Residents Lounge, Storage, Wheelchair Accessible",Dogs & Cats,45.56148451200157,-73.6140321760005,2024-03-19 04:59:19.228
Cité L,Saint,"8205 Av Du Cirque, Montréal, QC H1Z 0B5",Montréal,"3 beds, 2 baths",3 Bedrooms,2 Bathrooms,"1,108 SQFT","$2,790","Air Conditioning, Balcony, Central Heat, Dishwasher, Hardwood Floor, In Unit Laundry, On Site Laundry, Walk In Closets","Business Center, Controlled Access, Elevator, Fitness Center, Garage Parking, On Site Laundry, Onsite Management, Outdoor Space, Residents Lounge, Storage, Wheelchair Accessible",Dogs & Cats,45.56148451200157,-73.6140321760005,2024-03-19 04:59:19.228
Cité L,Saint,"8205 Av Du Cirque, Montréal, QC H1Z 0B5",Montréal,"3 beds, 2 baths",3 Bedrooms,2 Bathrooms,"1,108 SQFT","$2,790","Air Conditioning, Balcony, Central Heat, Dishwasher, Hardwood Floor, In Unit Laundry, On Site Laundry, Walk In Closets","Business Center, Controlled Access, Elevator, Fitness Center, Garage Parking, On Site Laundry, Onsite Management, Outdoor Space, Residents Lounge, Storage, Wheelchair Accessible",Dogs & Cats,45.56148451200157,-73.6140321760005,2024-03-19 04:59:19.228
Cité L,Saint,"8205 Av Du Cirque, Montréal, QC H1Z 0B5",Montréal,"3 beds, 2 baths",3 Bedrooms,2 Bathrooms,"1,108 SQFT","$2,790","Air Conditioning, Balcony, Central Heat, Dishwasher, Hardwood Floor, In Unit Laundry, On Site Laundry, Walk In Closets","Business Center, Controlled Access, Elevator, Fitness Center, Garage Parking, On Site Laundry, Onsite Management, Outdoor Space, Residents Lounge, Storage, Wheelchair Accessible",Dogs & Cats,45.56148451200157,-73.6140321760005,2024-03-19 04:59:19.228
Cité L,Saint,"8205 Av Du Cirque, Montréal, QC H1Z 0B5",Montréal,"3 beds, 2 baths",3 Bedrooms,2 Bathrooms,"1,110 SQFT","$2,795","Air Conditioning, Balcony, Central Heat, Dishwasher, Hardwood Floor, In Unit Laundry, On Site Laundry, Walk In Closets","Business Center, Controlled Access, Elevator, Fitness Center, Garage Parking, On Site Laundry, Onsite Management, Outdoor Space, Residents Lounge, Storage, Wheelchair Accessible",Dogs & Cats,45.56148451200157,-73.6140321760005,2024-03-19 04:59:19.228
Cité L,Saint,"8205 Av Du Cirque, Montréal, QC H1Z 0B5",Montréal,"3 beds, 2 baths",3 Bedrooms,2 Bathrooms,"1,110 SQFT","$2,800","Air Conditioning, Balcony, Central Heat, Dishwasher, Hardwood Floor, In Unit Laundry, On Site Laundry, Walk In Closets","Business Center, Controlled Access, Elevator, Fitness Center, Garage Parking, On Site Laundry, Onsite Management, Outdoor Space, Residents Lounge, Storage, Wheelchair Accessible",Dogs & Cats,45.56148451200157,-73.6140321760005,2024-03-19 04:59:19.228
Cité L,Saint,"8205 Av Du Cirque, Montréal, QC H1Z 0B5",Montréal,"3 beds, 2 baths",3 Bedrooms,2 Bathrooms,"1,110 SQFT","$2,800","Air Conditioning, Balcony, Central Heat, Dishwasher, Hardwood Floor, In Unit Laundry, On Site Laundry, Walk In Closets","Business Center, Controlled Access, Elevator, Fitness Center, Garage Parking, On Site Laundry, Onsite Management, Outdoor Space, Residents Lounge, Storage, Wheelchair Accessible",Dogs & Cats,45.56148451200157,-73.6140321760005,2024-03-19 04:59:19.228
Cité L,Saint,"8205 Av Du Cirque, Montréal, QC H1Z 0B5",Montréal,"3 beds, 2 baths",3 Bedrooms,2 Bathrooms,"1,110 SQFT","$2,800","Air Conditioning, Balcony, Central Heat, Dishwasher, Hardwood Floor, In Unit Laundry, On Site Laundry, Walk In Closets","Business Center, Controlled Access, Elevator, Fitness Center, Garage Parking, On Site Laundry, Onsite Management, Outdoor Space, Residents Lounge, Storage, Wheelchair Accessible",Dogs & Cats,45.56148451200157,-73.6140321760005,2024-03-19 04:59:19.228
Cité L,Saint,"8205 Av Du Cirque, Montréal, QC H1Z 0B5",Montréal,"3 beds, 2 baths",3 Bedrooms,2 Bathrooms,"1,193 SQFT","$2,890","Air Conditioning, Balcony, Central Heat, Dishwasher, Hardwood Floor, In Unit Laundry, On Site Laundry, Walk In Closets","Business Center, Controlled Access, Elevator, Fitness Center, Garage Parking, On Site Laundry, Onsite Management, Outdoor Space, Residents Lounge, Storage, Wheelchair Accessible",Dogs & Cats,45.56148451200157,-73.6140321760005,2024-03-19 04:59:19.228
