Building,Neighbourhood,Address,City,Listing,Bed,Bath,SqFt,Price,Unit Amenities,Building Amenities,Pets,Latitude,Longitude,Date
Armadale Hollows,Pembina Strip Apartments,"1750 Pembina Hwy, Winnipeg, MB R3T 4J5",Winnipeg,2 Bedroom,2 Bedrooms,1 Bathroom,"1,024 SQFT","$1,548","Air Conditioning, Assigned Parking, Balcony, Carpet, Dishwasher, On Site Laundry","Elevator, Garage Parking, On Site Laundry, Onsite Management, Outdoor Space, Storage, Swimming Pool",No pets,49.826915521001645,-97.15206275501184,2024-03-19 04:59:19.228
Shelard Manor,The Maples Apartments,"200 Adsum Dr, Winnipeg, MB R2P 0W7",Winnipeg,1 Bedroom,1 Bedrooms,1 Bathroom,780 SQFT,"$1,350","Air Conditioning, Assigned Parking, Balcony, Carpet, Dishwasher, On Site Laundry","Elevator, On Site Laundry, Onsite Management, Outdoor Space, Swimming Pool",No pets,49.95507265695944,-97.16430952826168,2024-03-19 04:59:19.228
Shelard Manor,The Maples Apartments,"200 Adsum Dr, Winnipeg, MB R2P 0W7",Winnipeg,1 Bedroom + Den,1 Bedrooms,1 Bathroom,"1,059 SQFT","$1,602","Air Conditioning, Assigned Parking, Balcony, Carpet, Dishwasher, On Site Laundry","Elevator, On Site Laundry, Onsite Management, Outdoor Space, Swimming Pool",No pets,49.95507265695944,-97.16430952826168,2024-03-19 04:59:19.228
Shelard Manor,The Maples Apartments,"200 Adsum Dr, Winnipeg, MB R2P 0W7",Winnipeg,2 Bedroom,2 Bedrooms,1 Bathroom,"1,034 SQFT","$1,670","Air Conditioning, Assigned Parking, Balcony, Carpet, Dishwasher, On Site Laundry","Elevator, On Site Laundry, Onsite Management, Outdoor Space, Swimming Pool",No pets,49.95507265695944,-97.16430952826168,2024-03-19 04:59:19.228
Northwood Oaks,The Maples Apartments,"1452 Jefferson Ave, Winnipeg, MB R2P 0Z2",Winnipeg,1 Bedroom,1 Bedrooms,1 Bathroom,660 SQFT,"$1,422","Air Conditioning, Assigned Parking, Balcony, Carpet","Elevator, Onsite Management, Outdoor Space, Storage, Swimming Pool",No pets,49.95737545385841,-97.17184494159656,2024-03-19 04:59:19.228
Northwood Oaks,The Maples Apartments,"1452 Jefferson Ave, Winnipeg, MB R2P 0Z2",Winnipeg,1 Bedroom + Den,1 Bedrooms,1 Bathroom,916 SQFT,"$1,425","Air Conditioning, Assigned Parking, Balcony, Carpet","Elevator, Onsite Management, Outdoor Space, Storage, Swimming Pool",No pets,49.95737545385841,-97.17184494159656,2024-03-19 04:59:19.228
Northwood Oaks,The Maples Apartments,"1452 Jefferson Ave, Winnipeg, MB R2P 0Z2",Winnipeg,2 Bedroom,2 Bedrooms,1 Bathroom,916 SQFT,"$1,475","Air Conditioning, Assigned Parking, Balcony, Carpet","Elevator, Onsite Management, Outdoor Space, Storage, Swimming Pool",No pets,49.95737545385841,-97.17184494159656,2024-03-19 04:59:19.228
Pamela Apartments,,"761 Wolseley Ave, Winnipeg, MB R3G 1C5",Winnipeg,1 Bedroom,1 Bedrooms,1 Bathroom,598 SQFT,"$1,177","Air Conditioning, Assigned Parking, Hardwood Floor, On Site Laundry","Elevator, On Site Laundry, Onsite Management, Storage",No pets,49.88031879514628,-97.16303367408656,2024-03-19 04:59:19.228
Pamela Apartments,,"761 Wolseley Ave, Winnipeg, MB R3G 1C5",Winnipeg,2 Bedroom,2 Bedrooms,1 Bathroom,722 SQFT,"$1,438","Air Conditioning, Assigned Parking, Hardwood Floor, On Site Laundry","Elevator, On Site Laundry, Onsite Management, Storage",No pets,49.88031879514628,-97.16303367408656,2024-03-19 04:59:19.228
Pembina Place,Pembina Strip Apartments,"1777 Pembina Hwy, Winnipeg, MB R3T 2G6",Winnipeg,1 Bedroom,1 Bedrooms,1 Bathroom,700 SQFT,"$1,348","Air Conditioning, Assigned Parking, Carpet, Hardwood Floor, On Site Laundry","On Site Laundry, Onsite Management, Storage",No pets,49.82509115906936,-97.15291809513366,2024-03-19 04:59:19.228
Pembina Place,Pembina Strip Apartments,"1777 Pembina Hwy, Winnipeg, MB R3T 2G6",Winnipeg,2 Bedroom,2 Bedrooms,1 Bathroom,925 SQFT,"$1,441","Air Conditioning, Assigned Parking, Carpet, Hardwood Floor, On Site Laundry","On Site Laundry, Onsite Management, Storage",No pets,49.82509115906936,-97.15291809513366,2024-03-19 04:59:19.228
Hyde Park House,,"1099 Grant Ave, Winnipeg, MB R3M 1Y7",Winnipeg,1 Bedroom,1 Bedrooms,1 Bathroom,665 SQFT,"$1,344","Air Conditioning, Assigned Parking, Balcony, Carpet, Dishwasher, Hardwood Floor, On Site Laundry","Elevator, On Site Laundry, Onsite Management, Storage, Wheelchair Accessible",No pets,49.85953655703268,-97.16492273349137,2024-03-19 04:59:19.228
Hyde Park House,,"1099 Grant Ave, Winnipeg, MB R3M 1Y7",Winnipeg,2 Bedroom,2 Bedrooms,1 Bathroom,828 SQFT,"$1,575","Air Conditioning, Assigned Parking, Balcony, Carpet, Dishwasher, Hardwood Floor, On Site Laundry","Elevator, On Site Laundry, Onsite Management, Storage, Wheelchair Accessible",No pets,49.85953655703268,-97.16492273349137,2024-03-19 04:59:19.228
Woodford Townhomes,Island Lakes Apartments,"35 Jack Reimer Dr, Winnipeg, MB R3X 0S3",Winnipeg,Baylor Suite,1 Bedrooms,1 Bathroom,650 SQFT,"$1,195","Air Conditioning, Assigned Parking, Balcony, Carpet, Central Heat, Dishwasher, In Unit Laundry, On Site Laundry, Walk In Closets","Garage Parking, On Site Laundry, Outdoor Space",Dogs & Cats,49.82274,-97.05813,2024-03-19 04:59:19.228
Woodford Townhomes,Island Lakes Apartments,"35 Jack Reimer Dr, Winnipeg, MB R3X 0S3",Winnipeg,Monroe,3 Bedrooms,"1 Full, 1 Half Bath","1,396 SQFT","$1,975","Air Conditioning, Assigned Parking, Balcony, Carpet, Central Heat, Dishwasher, In Unit Laundry, On Site Laundry, Walk In Closets","Garage Parking, On Site Laundry, Outdoor Space",Dogs & Cats,49.82274,-97.05813,2024-03-19 04:59:19.228
700 Corydon Avenue,Earl Grey Apartments,"700 Corydon Ave, Winnipeg, MB R3M 0X9",Winnipeg,One-Bedroom Suite,1 Bedrooms,1 Bathroom,591 SQFT,"$1,440","Dishwasher, Hardwood Floor, On Site Laundry","Fitness Center, On Site Laundry, Onsite Management",Dogs & Cats,49.87132757490964,-97.15154722142104,2024-03-19 04:59:19.228
700 Corydon Avenue,Earl Grey Apartments,"700 Corydon Ave, Winnipeg, MB R3M 0X9",Winnipeg,Two-Bedroom Suite,2 Bedrooms,1 Bathroom,807 SQFT,"$1,650","Dishwasher, Hardwood Floor, On Site Laundry","Fitness Center, On Site Laundry, Onsite Management",Dogs & Cats,49.87132757490964,-97.15154722142104,2024-03-19 04:59:19.228
Century Roblin,,"3500 Roblin Blvd, Winnipeg, MB R3R 0C8",Winnipeg,Bachelor,Studios,1 Bathroom,470 SQFT,$979,"Air Conditioning, Assigned Parking, Balcony, Carpet, On Site Laundry","On Site Laundry, Onsite Management, Storage",No pets,49.86834704745794,-97.25821766969815,2024-03-19 04:59:19.228
Century Roblin,,"3500 Roblin Blvd, Winnipeg, MB R3R 0C8",Winnipeg,1 Bedroom,1 Bedrooms,1 Bathroom,614 SQFT,"$1,159","Air Conditioning, Assigned Parking, Balcony, Carpet, On Site Laundry","On Site Laundry, Onsite Management, Storage",No pets,49.86834704745794,-97.25821766969815,2024-03-19 04:59:19.228
Broadview Manor,Downtown Winnipeg Apartments,"120 Donald St, Winnipeg, MB R3C 4G2",Winnipeg,Bachelor,Studios,1 Bathroom,,$875,"Air Conditioning, Assigned Parking, Balcony, Carpet, Central Heat, Dishwasher, In Unit Laundry, On Site Laundry","Elevator, Garage Parking, On Site Laundry, Onsite Management, Storage",No pets,49.88837498822002,-97.14072691079268,2024-03-19 04:59:19.228
Broadview Manor,Downtown Winnipeg Apartments,"120 Donald St, Winnipeg, MB R3C 4G2",Winnipeg,1 Bedroom Junior,1 Bedrooms,1 Bathroom,,$975,"Air Conditioning, Assigned Parking, Balcony, Carpet, Central Heat, Dishwasher, In Unit Laundry, On Site Laundry","Elevator, Garage Parking, On Site Laundry, Onsite Management, Storage",No pets,49.88837498822002,-97.14072691079268,2024-03-19 04:59:19.228
Broadview Manor,Downtown Winnipeg Apartments,"120 Donald St, Winnipeg, MB R3C 4G2",Winnipeg,1 Bedroom,1 Bedrooms,1 Bathroom,,"$1,200","Air Conditioning, Assigned Parking, Balcony, Carpet, Central Heat, Dishwasher, In Unit Laundry, On Site Laundry","Elevator, Garage Parking, On Site Laundry, Onsite Management, Storage",No pets,49.88837498822002,-97.14072691079268,2024-03-19 04:59:19.228
Broadview Manor,Downtown Winnipeg Apartments,"120 Donald St, Winnipeg, MB R3C 4G2",Winnipeg,2 Bedroom,2 Bedrooms,2 Bathrooms,,"$1,450","Air Conditioning, Assigned Parking, Balcony, Carpet, Central Heat, Dishwasher, In Unit Laundry, On Site Laundry","Elevator, Garage Parking, On Site Laundry, Onsite Management, Storage",No pets,49.88837498822002,-97.14072691079268,2024-03-19 04:59:19.228
The Stables,,"49 Adelaide St, Winnipeg, MB R3A 0H4",Winnipeg,1 Bedroom,1 Bedrooms,1 Bathroom,,"$1,100","Air Conditioning, Assigned Parking, Dishwasher, In Unit Laundry, On Site Laundry","Elevator, Garage Parking, On Site Laundry, Storage",Cats,49.897404318697184,-97.14412277174704,2024-03-19 04:59:19.228
The Stables,,"49 Adelaide St, Winnipeg, MB R3A 0H4",Winnipeg,2 Bedroom,2 Bedrooms,1 Bathroom,,"$1,175","Air Conditioning, Assigned Parking, Dishwasher, In Unit Laundry, On Site Laundry","Elevator, Garage Parking, On Site Laundry, Storage",Cats,49.897404318697184,-97.14412277174704,2024-03-19 04:59:19.228
Colony Square,Colony Apartments,"525 St Mary Ave, Winnipeg, MB R3C 3X3",Winnipeg,1 bed 1 bath,1 Bedrooms,1 Bathroom,630 SQFT,"$1,194",Air Conditioning,"Fitness Center, Onsite Management, Residents Lounge, Storage, Swimming Pool",Dogs & Cats,49.88911996597432,-97.1522094368393,2024-03-19 04:59:19.228
Colony Square,Colony Apartments,"525 St Mary Ave, Winnipeg, MB R3C 3X3",Winnipeg,1 bed 1 bath furnished,1 Bedrooms,1 Bathroom,680 SQFT,"$1,598",Air Conditioning,"Fitness Center, Onsite Management, Residents Lounge, Storage, Swimming Pool",Dogs & Cats,49.88911996597432,-97.1522094368393,2024-03-19 04:59:19.228
Colony Square,Colony Apartments,"525 St Mary Ave, Winnipeg, MB R3C 3X3",Winnipeg,2 bed 1 bath,2 Bedrooms,1 Bathroom,973 SQFT,"$1,589",Air Conditioning,"Fitness Center, Onsite Management, Residents Lounge, Storage, Swimming Pool",Dogs & Cats,49.88911996597432,-97.1522094368393,2024-03-19 04:59:19.228
The Lofts on Alexander,,"311 Alexander Ave, Winnipeg, MB R3A 0M9",Winnipeg,1 Bedroom,1 Bedrooms,1 Bathroom,,$950,"Assigned Parking, On Site Laundry","Elevator, On Site Laundry, Wheelchair Accessible",Dogs & Cats,49.90275790625388,-97.1398979036324,2024-03-19 04:59:19.228
The Lofts on Alexander,,"311 Alexander Ave, Winnipeg, MB R3A 0M9",Winnipeg,2 Bedroom,2 Bedrooms,1 Bathroom,,"$1,050","Assigned Parking, On Site Laundry","Elevator, On Site Laundry, Wheelchair Accessible",Dogs & Cats,49.90275790625388,-97.1398979036324,2024-03-19 04:59:19.228
Ruth Gardens,Rossmere Apartments,"1167 Rothesay Street, Winnipeg, MB R2K None",Winnipeg,1 Bedroom 1 Bath (1Bed1Bath-D) with Den,1 Bedrooms,1 Bathroom,650 SQFT,"$1,339","Air Conditioning, Balcony, Dishwasher, In Unit Laundry, On Site Laundry","Elevator, On Site Laundry, Onsite Management, Wheelchair Accessible",No pets,49.93377229908101,-97.0829335855218,2024-03-19 04:59:19.228
Ruth Gardens,Rossmere Apartments,"1167 Rothesay Street, Winnipeg, MB R2K None",Winnipeg,2 Bedroom 2 Bath (2Bed2Bath-A3),2 Bedrooms,2 Bathrooms,820 SQFT,"$1,734","Air Conditioning, Balcony, Dishwasher, In Unit Laundry, On Site Laundry","Elevator, On Site Laundry, Onsite Management, Wheelchair Accessible",No pets,49.93377229908101,-97.0829335855218,2024-03-19 04:59:19.228
Ruth Gardens,Rossmere Apartments,"1167 Rothesay Street, Winnipeg, MB R2K None",Winnipeg,2 Bedroom 2 Bath (2Bed2Bath-A1),2 Bedrooms,2 Bathrooms,820 SQFT,"$1,735—$1,800","Air Conditioning, Balcony, Dishwasher, In Unit Laundry, On Site Laundry","Elevator, On Site Laundry, Onsite Management, Wheelchair Accessible",No pets,49.93377229908101,-97.0829335855218,2024-03-19 04:59:19.228
Ruth Gardens,Rossmere Apartments,"1167 Rothesay Street, Winnipeg, MB R2K None",Winnipeg,2 Bedroom 2 Bath (2Bed2Bath-A4),2 Bedrooms,2 Bathrooms,820 SQFT,"$1,800","Air Conditioning, Balcony, Dishwasher, In Unit Laundry, On Site Laundry","Elevator, On Site Laundry, Onsite Management, Wheelchair Accessible",No pets,49.93377229908101,-97.0829335855218,2024-03-19 04:59:19.228
Lot 6,,"15 Berwick Crt, Winnipeg, MB R3L 2J1",Winnipeg,Bachelor,Studios,1 Bathroom,365 SQFT,"$1,258","Air Conditioning, Assigned Parking, Balcony, Central Heat, Dishwasher, In Unit Laundry, On Site Laundry, Walk In Closets","Business Center, Controlled Access, Elevator, Fitness Center, Garage Parking, On Site Laundry, Onsite Management, Wheelchair Accessible",Dogs & Cats,49.86039669657983,-97.14551315788825,2024-03-19 04:59:19.228
Lot 6,,"15 Berwick Crt, Winnipeg, MB R3L 2J1",Winnipeg,2 Bedroom,2 Bedrooms,2 Bathrooms,"1,040 SQFT","$1,708","Air Conditioning, Assigned Parking, Balcony, Central Heat, Dishwasher, In Unit Laundry, On Site Laundry, Walk In Closets","Business Center, Controlled Access, Elevator, Fitness Center, Garage Parking, On Site Laundry, Onsite Management, Wheelchair Accessible",Dogs & Cats,49.86039669657983,-97.14551315788825,2024-03-19 04:59:19.228
Lot 6,,"15 Berwick Crt, Winnipeg, MB R3L 2J1",Winnipeg,3 Bedroom,3 Bedrooms,2 Bathrooms,"1,140 SQFT","$2,188","Air Conditioning, Assigned Parking, Balcony, Central Heat, Dishwasher, In Unit Laundry, On Site Laundry, Walk In Closets","Business Center, Controlled Access, Elevator, Fitness Center, Garage Parking, On Site Laundry, Onsite Management, Wheelchair Accessible",Dogs & Cats,49.86039669657983,-97.14551315788825,2024-03-19 04:59:19.228
The Brantford Apartments,,"550 Ellice Ave, Winnipeg, MB R3B 1Z6",Winnipeg,Bachelor,Studios,1 Bathroom,,$700,On Site Laundry,On Site Laundry,No pets,49.892794598907855,-97.15668444750948,2024-03-19 04:59:19.228
The Brantford Apartments,,"550 Ellice Ave, Winnipeg, MB R3B 1Z6",Winnipeg,1 Bedroom,1 Bedrooms,1 Bathroom,,$850,On Site Laundry,On Site Laundry,No pets,49.892794598907855,-97.15668444750948,2024-03-19 04:59:19.228
The Brantford Apartments,,"550 Ellice Ave, Winnipeg, MB R3B 1Z6",Winnipeg,2 Bedroom,2 Bedrooms,1 Bathroom,,$950,On Site Laundry,On Site Laundry,No pets,49.892794598907855,-97.15668444750948,2024-03-19 04:59:19.228
Riverview Towers,River ,"240 Stradbrook Ave, Winnipeg, MB R3L 2P7",Winnipeg,1 Bedroom,1 Bedrooms,1 Bathroom,808 SQFT,"$1,197","Air Conditioning, Assigned Parking, Balcony, Carpet, Central Heat, Dishwasher, On Site Laundry","Elevator, Fitness Center, Garage Parking, On Site Laundry, Onsite Management, Storage, Wheelchair Accessible",No pets,49.88029987013915,-97.137028681601,2024-03-19 04:59:19.228
Riverview Towers,River ,"240 Stradbrook Ave, Winnipeg, MB R3L 2P7",Winnipeg,2 Bedroom,2 Bedrooms,1 Bathroom,908 SQFT,"$1,427","Air Conditioning, Assigned Parking, Balcony, Carpet, Central Heat, Dishwasher, On Site Laundry","Elevator, Fitness Center, Garage Parking, On Site Laundry, Onsite Management, Storage, Wheelchair Accessible",No pets,49.88029987013915,-97.137028681601,2024-03-19 04:59:19.228
Arden Hollows,,"15 Arden Ave, Winnipeg, MB R2M 2J8",Winnipeg,"1 Bedroom, 1 Bathroom",1 Bedrooms,1 Bathroom,663 SQFT,"$1,200","Assigned Parking, On Site Laundry","Garage Parking, On Site Laundry, Storage",No pets,49.83470627046082,-97.11526262215362,2024-03-19 04:59:19.228
Arden Hollows,,"15 Arden Ave, Winnipeg, MB R2M 2J8",Winnipeg,"2 Bedrooms, 2 Bathrooms",2 Bedrooms,2 Bathrooms,854 SQFT,"$1,550","Assigned Parking, On Site Laundry","Garage Parking, On Site Laundry, Storage",No pets,49.83470627046082,-97.11526262215362,2024-03-19 04:59:19.228
Molson Gardens,,"1200 Molson St #1200 - 122, Winnipeg, MB R2K 3T2",Winnipeg,2 Bedroom,2 Bedrooms,1 Bathroom,720 SQFT,"$1,185—$1,220","Air Conditioning, Assigned Parking, Carpet, In Unit Laundry, On Site Laundry","On Site Laundry, Onsite Management, Outdoor Space, Storage",No pets,49.91754468588384,-97.058288179459,2024-03-19 04:59:19.228
Molson Gardens,,"1200 Molson St #1200 - 122, Winnipeg, MB R2K 3T2",Winnipeg,3 Bedroom,3 Bedrooms,"1 Full, 1 Half Bath","1,122 SQFT","$1,575","Air Conditioning, Assigned Parking, Carpet, In Unit Laundry, On Site Laundry","On Site Laundry, Onsite Management, Outdoor Space, Storage",No pets,49.91754468588384,-97.058288179459,2024-03-19 04:59:19.228
Moxam Court Apartments,River ,"280 River Ave, Winnipeg, MB R3L 0B8",Winnipeg,1 Bedroom,1 Bedrooms,1 Bathroom,,$477,"Hardwood Floor, On Site Laundry","On Site Laundry, Onsite Management, Outdoor Space",Dogs & Cats,49.881477303156856,-97.13932803018628,2024-03-19 04:59:19.228
Moxam Court Apartments,River ,"280 River Ave, Winnipeg, MB R3L 0B8",Winnipeg,2 Bedroom,2 Bedrooms,1 Bathroom,,$951,"Hardwood Floor, On Site Laundry","On Site Laundry, Onsite Management, Outdoor Space",Dogs & Cats,49.881477303156856,-97.13932803018628,2024-03-19 04:59:19.228
SPARLING APARTMENTS,West Broadway Apartments,"217 Sherbrook St, Winnipeg, MB R3C 2B7",Winnipeg,1 Bedroom (Layout E),1 Bedrooms,1 Bathroom,,$925,"Dishwasher, On Site Laundry",On Site Laundry,Dogs & Cats,49.88513694153645,-97.15920110272468,2024-03-19 04:59:19.228
SPARLING APARTMENTS,West Broadway Apartments,"217 Sherbrook St, Winnipeg, MB R3C 2B7",Winnipeg,1 Bedroom (Layout D),1 Bedrooms,1 Bathroom,,$925,"Dishwasher, On Site Laundry",On Site Laundry,Dogs & Cats,49.88513694153645,-97.15920110272468,2024-03-19 04:59:19.228
Roblin Oaks,,"30 Windmill Way, Winnipeg, MB R3R 3A1",Winnipeg,1 Bedroom,1 Bedrooms,1 Bathroom,677 SQFT,$990,"Air Conditioning, Balcony, Carpet, Dishwasher, In Unit Laundry","Outdoor Space, Storage, Swimming Pool",No pets,49.86278269866114,-97.31726420025672,2024-03-19 04:59:19.228
Roblin Oaks,,"30 Windmill Way, Winnipeg, MB R3R 3A1",Winnipeg,2 Bedroom,2 Bedrooms,"1 Full, 1 Half Bath",885 SQFT,"$1,200","Air Conditioning, Balcony, Carpet, Dishwasher, In Unit Laundry","Outdoor Space, Storage, Swimming Pool",No pets,49.86278269866114,-97.31726420025672,2024-03-19 04:59:19.228
Roblin Oaks,,"30 Windmill Way, Winnipeg, MB R3R 3A1",Winnipeg,3 Bedroom,3 Bedrooms,"1 Full, 1 Half Bath","1,273 SQFT","$1,350","Air Conditioning, Balcony, Carpet, Dishwasher, In Unit Laundry","Outdoor Space, Storage, Swimming Pool",No pets,49.86278269866114,-97.31726420025672,2024-03-19 04:59:19.228
Evergreen Towers,Roslyn Apartments,"7/11 Evergreen Pl, Winnipeg, MB R3L None",Winnipeg,1 Bedroom,1 Bedrooms,1 Bathroom,,"$1,200","Air Conditioning, Assigned Parking, Balcony, Central Heat, Dishwasher, On Site Laundry","Fitness Center, Garage Parking, On Site Laundry, Storage, Swimming Pool",No pets,49.880300000000005,-97.14933,2024-03-19 04:59:19.228
Evergreen Towers,Roslyn Apartments,"7/11 Evergreen Pl, Winnipeg, MB R3L None",Winnipeg,2 Bedroom,2 Bedrooms,1 Bathroom,,"$1,450","Air Conditioning, Assigned Parking, Balcony, Central Heat, Dishwasher, On Site Laundry","Fitness Center, Garage Parking, On Site Laundry, Storage, Swimming Pool",No pets,49.880300000000005,-97.14933,2024-03-19 04:59:19.228
Evergreen Towers,Roslyn Apartments,"7/11 Evergreen Pl, Winnipeg, MB R3L None",Winnipeg,Penthouse,2 Bedrooms,2 Bathrooms,"1,300 SQFT","$2,845","Air Conditioning, Assigned Parking, Balcony, Central Heat, Dishwasher, On Site Laundry","Fitness Center, Garage Parking, On Site Laundry, Storage, Swimming Pool",No pets,49.880300000000005,-97.14933,2024-03-19 04:59:19.228
Rivergate Estates,,"1772 Henderson Hwy, Winnipeg, MB R2G 3T6",Winnipeg,1 Bedroom,1 Bedrooms,1 Bathroom,,$910,"Assigned Parking, Carpet, Central Heat, Dishwasher, Fireplace, High Ceilings, On Site Laundry","On Site Laundry, Storage, Swimming Pool",No pets,49.95242036203365,-97.0781287039238,2024-03-19 04:59:19.228
Rivergate Estates,,"1772 Henderson Hwy, Winnipeg, MB R2G 3T6",Winnipeg,2 bedroom,2 Bedrooms,1 Bathroom,,"$1,156","Assigned Parking, Carpet, Central Heat, Dishwasher, Fireplace, High Ceilings, On Site Laundry","On Site Laundry, Storage, Swimming Pool",No pets,49.95242036203365,-97.0781287039238,2024-03-19 04:59:19.228
160 Johnson Ave,Chalmers Apartments,"160 Johnson Ave W, Winnipeg, MB R2L 0H6",Winnipeg,1 Bedroom,1 Bedrooms,1 Bathroom,520 SQFT,"$1,069","Assigned Parking, Central Heat, Dishwasher, Hardwood Floor, On Site Laundry","Controlled Access, On Site Laundry, Outdoor Space",No pets,49.91411108105133,-97.1139648056802,2024-03-19 04:59:19.228
160 Johnson Ave,Chalmers Apartments,"160 Johnson Ave W, Winnipeg, MB R2L 0H6",Winnipeg,2 Bedroom,2 Bedrooms,1 Bathroom,800 SQFT,"$1,099","Assigned Parking, Central Heat, Dishwasher, Hardwood Floor, On Site Laundry","Controlled Access, On Site Laundry, Outdoor Space",No pets,49.91411108105133,-97.1139648056802,2024-03-19 04:59:19.228
H20 Apartments,,"480/500 Waterfront Dr, Winnipeg, MB R3B None",Winnipeg,1 Bedroom,2 Bedrooms,1 Bathroom,,"$1,295","Air Conditioning, Assigned Parking, Balcony, Carpet, Dishwasher, In Unit Laundry, On Site Laundry, Walk In Closets","Elevator, Fitness Center, On Site Laundry, Onsite Management, Storage",No pets,49.903565,-97.126795,2024-03-19 04:59:19.228
H20 Apartments,,"480/500 Waterfront Dr, Winnipeg, MB R3B None",Winnipeg,2 Bedroom,2 Bedrooms,1 Bathroom,,"$1,375—$1,550","Air Conditioning, Assigned Parking, Balcony, Carpet, Dishwasher, In Unit Laundry, On Site Laundry, Walk In Closets","Elevator, Fitness Center, On Site Laundry, Onsite Management, Storage",No pets,49.903565,-97.126795,2024-03-19 04:59:19.228
The Ivy,The Village Apartments,"8 Gloucester St, Toronto, ON M4Y 0H8",Toronto,S01,Studios,1 Bathroom,491 SQFT,"$2,610","Air Conditioning, Assigned Parking, Balcony, Central Heat, In Unit Laundry, On Site Laundry, Outdoor Space, Walk In Closets","Concierge Service, Elevator, Fitness Center, Garage Parking, On Site Laundry, Residents Lounge, Storage, Wheelchair Accessible",Dogs & Cats,43.66673518237793,-79.38483012847692,2024-03-19 04:59:19.228
The Ivy,The Village Apartments,"8 Gloucester St, Toronto, ON M4Y 0H8",Toronto,S01,Studios,1 Bathroom,487 SQFT,"$2,685","Air Conditioning, Assigned Parking, Balcony, Central Heat, In Unit Laundry, On Site Laundry, Outdoor Space, Walk In Closets","Concierge Service, Elevator, Fitness Center, Garage Parking, On Site Laundry, Residents Lounge, Storage, Wheelchair Accessible",Dogs & Cats,43.66673518237793,-79.38483012847692,2024-03-19 04:59:19.228
The Ivy,The Village Apartments,"8 Gloucester St, Toronto, ON M4Y 0H8",Toronto,A01 One Bedroom,1 Bedrooms,1 Bathroom,453 SQFT,"$2,480","Air Conditioning, Assigned Parking, Balcony, Central Heat, In Unit Laundry, On Site Laundry, Outdoor Space, Walk In Closets","Concierge Service, Elevator, Fitness Center, Garage Parking, On Site Laundry, Residents Lounge, Storage, Wheelchair Accessible",Dogs & Cats,43.66673518237793,-79.38483012847692,2024-03-19 04:59:19.228
The Ivy,The Village Apartments,"8 Gloucester St, Toronto, ON M4Y 0H8",Toronto,A06 One Bedroom,1 Bedrooms,1 Bathroom,534 SQFT,"$2,541","Air Conditioning, Assigned Parking, Balcony, Central Heat, In Unit Laundry, On Site Laundry, Outdoor Space, Walk In Closets","Concierge Service, Elevator, Fitness Center, Garage Parking, On Site Laundry, Residents Lounge, Storage, Wheelchair Accessible",Dogs & Cats,43.66673518237793,-79.38483012847692,2024-03-19 04:59:19.228
The Ivy,The Village Apartments,"8 Gloucester St, Toronto, ON M4Y 0H8",Toronto,A06 One Bedroom,1 Bedrooms,1 Bathroom,534 SQFT,"$2,546","Air Conditioning, Assigned Parking, Balcony, Central Heat, In Unit Laundry, On Site Laundry, Outdoor Space, Walk In Closets","Concierge Service, Elevator, Fitness Center, Garage Parking, On Site Laundry, Residents Lounge, Storage, Wheelchair Accessible",Dogs & Cats,43.66673518237793,-79.38483012847692,2024-03-19 04:59:19.228
The Ivy,The Village Apartments,"8 Gloucester St, Toronto, ON M4Y 0H8",Toronto,A06 One Bedroom,1 Bedrooms,1 Bathroom,534 SQFT,"$2,551","Air Conditioning, Assigned Parking, Balcony, Central Heat, In Unit Laundry, On Site Laundry, Outdoor Space, Walk In Closets","Concierge Service, Elevator, Fitness Center, Garage Parking, On Site Laundry, Residents Lounge, Storage, Wheelchair Accessible",Dogs & Cats,43.66673518237793,-79.38483012847692,2024-03-19 04:59:19.228
The Ivy,The Village Apartments,"8 Gloucester St, Toronto, ON M4Y 0H8",Toronto,A06 One Bedroom,1 Bedrooms,1 Bathroom,534 SQFT,"$2,556","Air Conditioning, Assigned Parking, Balcony, Central Heat, In Unit Laundry, On Site Laundry, Outdoor Space, Walk In Closets","Concierge Service, Elevator, Fitness Center, Garage Parking, On Site Laundry, Residents Lounge, Storage, Wheelchair Accessible",Dogs & Cats,43.66673518237793,-79.38483012847692,2024-03-19 04:59:19.228
The Ivy,The Village Apartments,"8 Gloucester St, Toronto, ON M4Y 0H8",Toronto,A01 One Bedroom,1 Bedrooms,1 Bathroom,453 SQFT,"$2,560","Air Conditioning, Assigned Parking, Balcony, Central Heat, In Unit Laundry, On Site Laundry, Outdoor Space, Walk In Closets","Concierge Service, Elevator, Fitness Center, Garage Parking, On Site Laundry, Residents Lounge, Storage, Wheelchair Accessible",Dogs & Cats,43.66673518237793,-79.38483012847692,2024-03-19 04:59:19.228
The Ivy,The Village Apartments,"8 Gloucester St, Toronto, ON M4Y 0H8",Toronto,A01 One Bedroom,1 Bedrooms,1 Bathroom,453 SQFT,"$2,605","Air Conditioning, Assigned Parking, Balcony, Central Heat, In Unit Laundry, On Site Laundry, Outdoor Space, Walk In Closets","Concierge Service, Elevator, Fitness Center, Garage Parking, On Site Laundry, Residents Lounge, Storage, Wheelchair Accessible",Dogs & Cats,43.66673518237793,-79.38483012847692,2024-03-19 04:59:19.228
