Building,Address,Listing,Bed,Bath,SqFt,Price,Unit Amenities,Building Amenities,Pets,Latitude,Longitude
20 Samuel Wood Way,"20 Samuel Wood Way, Toronto, ON M9B 0C8",Studio,Studios,1 Bathroom,370 SQFT,"$2,225","Assigned Parking, Central Heat","Controlled Access, Elevator, Fitness Center, Garage Parking, Onsite Management, Outdoor Space, Residents Lounge, Storage, Wheelchair Accessible",No pets,43.6959,-79.552
20 Samuel Wood Way,"20 Samuel Wood Way, Toronto, ON M9B 0C8",1 Bedroom,1 Bedrooms,1 Bathroom,540 SQFT,"$2,625","Assigned Parking, Central Heat","Controlled Access, Elevator, Fitness Center, Garage Parking, Onsite Management, Outdoor Space, Residents Lounge, Storage, Wheelchair Accessible",No pets,43.6959,-79.552
The Brixton,"410 Dufferin St, Toronto, ON M6K 0H1",0 Bedroom 1 Bathroom,Studios,1 Bathroom,471 SQFT,"$2,254","In Unit Laundry, Walk In Closets","Concierge Service, Controlled Access, Fitness Center, Onsite Management, Package Service, Residents Lounge, Storage, Swimming Pool",Dogs & Cats,43.64386307349232,-79.42933333641923
The Brixton,"410 Dufferin St, Toronto, ON M6K 0H1",1 Bedroom 1 Bathroom,1 Bedrooms,1 Bathroom,513 SQFT,"$2,375","In Unit Laundry, Walk In Closets","Concierge Service, Controlled Access, Fitness Center, Onsite Management, Package Service, Residents Lounge, Storage, Swimming Pool",Dogs & Cats,43.64386307349232,-79.42933333641923
The Brixton,"410 Dufferin St, Toronto, ON M6K 0H1",1 Bedroom 1 Bathroom,1 Bedrooms,1 Bathroom,526 SQFT,"$2,410","In Unit Laundry, Walk In Closets","Concierge Service, Controlled Access, Fitness Center, Onsite Management, Package Service, Residents Lounge, Storage, Swimming Pool",Dogs & Cats,43.64386307349232,-79.42933333641923
The Brixton,"410 Dufferin St, Toronto, ON M6K 0H1",1 Bedroom 1 Bathroom,1 Bedrooms,1 Bathroom,485 SQFT,"$2,415","In Unit Laundry, Walk In Closets","Concierge Service, Controlled Access, Fitness Center, Onsite Management, Package Service, Residents Lounge, Storage, Swimming Pool",Dogs & Cats,43.64386307349232,-79.42933333641923
The Brixton,"410 Dufferin St, Toronto, ON M6K 0H1",1 Bedroom 1 Bathroom,1 Bedrooms,1 Bathroom,561 SQFT,"$2,425","In Unit Laundry, Walk In Closets","Concierge Service, Controlled Access, Fitness Center, Onsite Management, Package Service, Residents Lounge, Storage, Swimming Pool",Dogs & Cats,43.64386307349232,-79.42933333641923
The Brixton,"410 Dufferin St, Toronto, ON M6K 0H1",1 Bedroom 1 Bathroom,1 Bedrooms,1 Bathroom,612 SQFT,"$2,445","In Unit Laundry, Walk In Closets","Concierge Service, Controlled Access, Fitness Center, Onsite Management, Package Service, Residents Lounge, Storage, Swimming Pool",Dogs & Cats,43.64386307349232,-79.42933333641923
The Brixton,"410 Dufferin St, Toronto, ON M6K 0H1",1 Bedroom 1 Bathroom,1 Bedrooms,1 Bathroom,465 SQFT,"$2,465","In Unit Laundry, Walk In Closets","Concierge Service, Controlled Access, Fitness Center, Onsite Management, Package Service, Residents Lounge, Storage, Swimming Pool",Dogs & Cats,43.64386307349232,-79.42933333641923
The Brixton,"410 Dufferin St, Toronto, ON M6K 0H1",1 Bedroom 1 Bathroom,1 Bedrooms,1 Bathroom,597 SQFT,"$2,475","In Unit Laundry, Walk In Closets","Concierge Service, Controlled Access, Fitness Center, Onsite Management, Package Service, Residents Lounge, Storage, Swimming Pool",Dogs & Cats,43.64386307349232,-79.42933333641923
The Brixton,"410 Dufferin St, Toronto, ON M6K 0H1",1 Bedroom 1 Bathroom,1 Bedrooms,1 Bathroom,599 SQFT,"$2,490","In Unit Laundry, Walk In Closets","Concierge Service, Controlled Access, Fitness Center, Onsite Management, Package Service, Residents Lounge, Storage, Swimming Pool",Dogs & Cats,43.64386307349232,-79.42933333641923
The Brixton,"410 Dufferin St, Toronto, ON M6K 0H1",1 Bedroom 1 Bathroom,1 Bedrooms,1 Bathroom,545 SQFT,"$2,525","In Unit Laundry, Walk In Closets","Concierge Service, Controlled Access, Fitness Center, Onsite Management, Package Service, Residents Lounge, Storage, Swimming Pool",Dogs & Cats,43.64386307349232,-79.42933333641923
The Brixton,"410 Dufferin St, Toronto, ON M6K 0H1",1 Bedroom 1 Bathroom,1 Bedrooms,1 Bathroom,540 SQFT,"$2,645","In Unit Laundry, Walk In Closets","Concierge Service, Controlled Access, Fitness Center, Onsite Management, Package Service, Residents Lounge, Storage, Swimming Pool",Dogs & Cats,43.64386307349232,-79.42933333641923
The Brixton,"410 Dufferin St, Toronto, ON M6K 0H1",2 Bedroom 2 Bathroom,2 Bedrooms,2 Bathrooms,708 SQFT,"$3,026","In Unit Laundry, Walk In Closets","Concierge Service, Controlled Access, Fitness Center, Onsite Management, Package Service, Residents Lounge, Storage, Swimming Pool",Dogs & Cats,43.64386307349232,-79.42933333641923
The Brixton,"410 Dufferin St, Toronto, ON M6K 0H1",2 Bedroom 2 Bathroom,2 Bedrooms,2 Bathrooms,813 SQFT,"$3,031","In Unit Laundry, Walk In Closets","Concierge Service, Controlled Access, Fitness Center, Onsite Management, Package Service, Residents Lounge, Storage, Swimming Pool",Dogs & Cats,43.64386307349232,-79.42933333641923
The Brixton,"410 Dufferin St, Toronto, ON M6K 0H1",2 Bedroom 2 Bathroom,2 Bedrooms,2 Bathrooms,865 SQFT,"$3,291","In Unit Laundry, Walk In Closets","Concierge Service, Controlled Access, Fitness Center, Onsite Management, Package Service, Residents Lounge, Storage, Swimming Pool",Dogs & Cats,43.64386307349232,-79.42933333641923
The Brixton,"410 Dufferin St, Toronto, ON M6K 0H1",2 Bedroom 2 Bathroom,2 Bedrooms,2 Bathrooms,891 SQFT,"$3,351","In Unit Laundry, Walk In Closets","Concierge Service, Controlled Access, Fitness Center, Onsite Management, Package Service, Residents Lounge, Storage, Swimming Pool",Dogs & Cats,43.64386307349232,-79.42933333641923
The Brixton,"410 Dufferin St, Toronto, ON M6K 0H1",2 Bedroom 2 Bathroom,2 Bedrooms,2 Bathrooms,780 SQFT,"$3,486","In Unit Laundry, Walk In Closets","Concierge Service, Controlled Access, Fitness Center, Onsite Management, Package Service, Residents Lounge, Storage, Swimming Pool",Dogs & Cats,43.64386307349232,-79.42933333641923
The Brixton,"410 Dufferin St, Toronto, ON M6K 0H1",3 Bedroom 2 Bathroom,3 Bedrooms,2 Bathrooms,"1,307 SQFT","$4,349","In Unit Laundry, Walk In Closets","Concierge Service, Controlled Access, Fitness Center, Onsite Management, Package Service, Residents Lounge, Storage, Swimming Pool",Dogs & Cats,43.64386307349232,-79.42933333641923
The Ivy,"8 Gloucester St, Toronto, ON M4Y 0H8",S01,Studios,1 Bathroom,491 SQFT,"$2,657","Air Conditioning, Assigned Parking, Balcony, Central Heat, In Unit Laundry, On Site Laundry, Walk In Closets","Concierge Service, Elevator, Fitness Center, Garage Parking, On Site Laundry, Residents Lounge, Storage, Wheelchair Accessible",Dogs & Cats,43.66673518237793,-79.38483012847692
The Ivy,"8 Gloucester St, Toronto, ON M4Y 0H8",S01,Studios,1 Bathroom,487 SQFT,"$2,732","Air Conditioning, Assigned Parking, Balcony, Central Heat, In Unit Laundry, On Site Laundry, Walk In Closets","Concierge Service, Elevator, Fitness Center, Garage Parking, On Site Laundry, Residents Lounge, Storage, Wheelchair Accessible",Dogs & Cats,43.66673518237793,-79.38483012847692
The Ivy,"8 Gloucester St, Toronto, ON M4Y 0H8",A02 One Bedroom,1 Bedrooms,1 Bathroom,463 SQFT,"$2,597","Air Conditioning, Assigned Parking, Balcony, Central Heat, In Unit Laundry, On Site Laundry, Walk In Closets","Concierge Service, Elevator, Fitness Center, Garage Parking, On Site Laundry, Residents Lounge, Storage, Wheelchair Accessible",Dogs & Cats,43.66673518237793,-79.38483012847692
The Ivy,"8 Gloucester St, Toronto, ON M4Y 0H8",A01 One Bedroom,1 Bedrooms,1 Bathroom,453 SQFT,"$2,602","Air Conditioning, Assigned Parking, Balcony, Central Heat, In Unit Laundry, On Site Laundry, Walk In Closets","Concierge Service, Elevator, Fitness Center, Garage Parking, On Site Laundry, Residents Lounge, Storage, Wheelchair Accessible",Dogs & Cats,43.66673518237793,-79.38483012847692
The Ivy,"8 Gloucester St, Toronto, ON M4Y 0H8",A01 One Bedroom,1 Bedrooms,1 Bathroom,453 SQFT,"$2,607","Air Conditioning, Assigned Parking, Balcony, Central Heat, In Unit Laundry, On Site Laundry, Walk In Closets","Concierge Service, Elevator, Fitness Center, Garage Parking, On Site Laundry, Residents Lounge, Storage, Wheelchair Accessible",Dogs & Cats,43.66673518237793,-79.38483012847692
The Ivy,"8 Gloucester St, Toronto, ON M4Y 0H8",A02 One Bedroom,1 Bedrooms,1 Bathroom,463 SQFT,"$2,622","Air Conditioning, Assigned Parking, Balcony, Central Heat, In Unit Laundry, On Site Laundry, Walk In Closets","Concierge Service, Elevator, Fitness Center, Garage Parking, On Site Laundry, Residents Lounge, Storage, Wheelchair Accessible",Dogs & Cats,43.66673518237793,-79.38483012847692
The Ivy,"8 Gloucester St, Toronto, ON M4Y 0H8",A01 One Bedroom,1 Bedrooms,1 Bathroom,453 SQFT,"$2,632","Air Conditioning, Assigned Parking, Balcony, Central Heat, In Unit Laundry, On Site Laundry, Walk In Closets","Concierge Service, Elevator, Fitness Center, Garage Parking, On Site Laundry, Residents Lounge, Storage, Wheelchair Accessible",Dogs & Cats,43.66673518237793,-79.38483012847692
The Ivy,"8 Gloucester St, Toronto, ON M4Y 0H8",A02 One Bedroom,1 Bedrooms,1 Bathroom,463 SQFT,"$2,637","Air Conditioning, Assigned Parking, Balcony, Central Heat, In Unit Laundry, On Site Laundry, Walk In Closets","Concierge Service, Elevator, Fitness Center, Garage Parking, On Site Laundry, Residents Lounge, Storage, Wheelchair Accessible",Dogs & Cats,43.66673518237793,-79.38483012847692
The Ivy,"8 Gloucester St, Toronto, ON M4Y 0H8",A01 One Bedroom,1 Bedrooms,1 Bathroom,453 SQFT,"$2,637","Air Conditioning, Assigned Parking, Balcony, Central Heat, In Unit Laundry, On Site Laundry, Walk In Closets","Concierge Service, Elevator, Fitness Center, Garage Parking, On Site Laundry, Residents Lounge, Storage, Wheelchair Accessible",Dogs & Cats,43.66673518237793,-79.38483012847692
The Ivy,"8 Gloucester St, Toronto, ON M4Y 0H8",A02 One Bedroom,1 Bedrooms,1 Bathroom,463 SQFT,"$2,642","Air Conditioning, Assigned Parking, Balcony, Central Heat, In Unit Laundry, On Site Laundry, Walk In Closets","Concierge Service, Elevator, Fitness Center, Garage Parking, On Site Laundry, Residents Lounge, Storage, Wheelchair Accessible",Dogs & Cats,43.66673518237793,-79.38483012847692
The Ivy,"8 Gloucester St, Toronto, ON M4Y 0H8",A02 One Bedroom,1 Bedrooms,1 Bathroom,463 SQFT,"$2,647","Air Conditioning, Assigned Parking, Balcony, Central Heat, In Unit Laundry, On Site Laundry, Walk In Closets","Concierge Service, Elevator, Fitness Center, Garage Parking, On Site Laundry, Residents Lounge, Storage, Wheelchair Accessible",Dogs & Cats,43.66673518237793,-79.38483012847692
The Ivy,"8 Gloucester St, Toronto, ON M4Y 0H8",A02 One Bedroom,1 Bedrooms,1 Bathroom,463 SQFT,"$2,652","Air Conditioning, Assigned Parking, Balcony, Central Heat, In Unit Laundry, On Site Laundry, Walk In Closets","Concierge Service, Elevator, Fitness Center, Garage Parking, On Site Laundry, Residents Lounge, Storage, Wheelchair Accessible",Dogs & Cats,43.66673518237793,-79.38483012847692
The Ivy,"8 Gloucester St, Toronto, ON M4Y 0H8",A01 One Bedroom,1 Bedrooms,1 Bathroom,453 SQFT,"$2,662","Air Conditioning, Assigned Parking, Balcony, Central Heat, In Unit Laundry, On Site Laundry, Walk In Closets","Concierge Service, Elevator, Fitness Center, Garage Parking, On Site Laundry, Residents Lounge, Storage, Wheelchair Accessible",Dogs & Cats,43.66673518237793,-79.38483012847692
The Ivy,"8 Gloucester St, Toronto, ON M4Y 0H8",A01 One Bedroom,1 Bedrooms,1 Bathroom,453 SQFT,"$2,672","Air Conditioning, Assigned Parking, Balcony, Central Heat, In Unit Laundry, On Site Laundry, Walk In Closets","Concierge Service, Elevator, Fitness Center, Garage Parking, On Site Laundry, Residents Lounge, Storage, Wheelchair Accessible",Dogs & Cats,43.66673518237793,-79.38483012847692
The Ivy,"8 Gloucester St, Toronto, ON M4Y 0H8",A01 One Bedroom,1 Bedrooms,1 Bathroom,453 SQFT,"$2,677","Air Conditioning, Assigned Parking, Balcony, Central Heat, In Unit Laundry, On Site Laundry, Walk In Closets","Concierge Service, Elevator, Fitness Center, Garage Parking, On Site Laundry, Residents Lounge, Storage, Wheelchair Accessible",Dogs & Cats,43.66673518237793,-79.38483012847692
The Ivy,"8 Gloucester St, Toronto, ON M4Y 0H8",A01 One Bedroom,1 Bedrooms,1 Bathroom,453 SQFT,"$2,682","Air Conditioning, Assigned Parking, Balcony, Central Heat, In Unit Laundry, On Site Laundry, Walk In Closets","Concierge Service, Elevator, Fitness Center, Garage Parking, On Site Laundry, Residents Lounge, Storage, Wheelchair Accessible",Dogs & Cats,43.66673518237793,-79.38483012847692
The Ivy,"8 Gloucester St, Toronto, ON M4Y 0H8",A02 One Bedroom,1 Bedrooms,1 Bathroom,463 SQFT,"$2,687","Air Conditioning, Assigned Parking, Balcony, Central Heat, In Unit Laundry, On Site Laundry, Walk In Closets","Concierge Service, Elevator, Fitness Center, Garage Parking, On Site Laundry, Residents Lounge, Storage, Wheelchair Accessible",Dogs & Cats,43.66673518237793,-79.38483012847692
The Ivy,"8 Gloucester St, Toronto, ON M4Y 0H8",A01 One Bedroom,1 Bedrooms,1 Bathroom,453 SQFT,"$2,687","Air Conditioning, Assigned Parking, Balcony, Central Heat, In Unit Laundry, On Site Laundry, Walk In Closets","Concierge Service, Elevator, Fitness Center, Garage Parking, On Site Laundry, Residents Lounge, Storage, Wheelchair Accessible",Dogs & Cats,43.66673518237793,-79.38483012847692
The Ivy,"8 Gloucester St, Toronto, ON M4Y 0H8",A01 One Bedroom,1 Bedrooms,1 Bathroom,453 SQFT,"$2,702","Air Conditioning, Assigned Parking, Balcony, Central Heat, In Unit Laundry, On Site Laundry, Walk In Closets","Concierge Service, Elevator, Fitness Center, Garage Parking, On Site Laundry, Residents Lounge, Storage, Wheelchair Accessible",Dogs & Cats,43.66673518237793,-79.38483012847692
The Ivy,"8 Gloucester St, Toronto, ON M4Y 0H8",A03 One Bedroom,1 Bedrooms,1 Bathroom,466 SQFT,"$2,712","Air Conditioning, Assigned Parking, Balcony, Central Heat, In Unit Laundry, On Site Laundry, Walk In Closets","Concierge Service, Elevator, Fitness Center, Garage Parking, On Site Laundry, Residents Lounge, Storage, Wheelchair Accessible",Dogs & Cats,43.66673518237793,-79.38483012847692
The Ivy,"8 Gloucester St, Toronto, ON M4Y 0H8",A03 One Bedroom,1 Bedrooms,1 Bathroom,466 SQFT,"$2,717","Air Conditioning, Assigned Parking, Balcony, Central Heat, In Unit Laundry, On Site Laundry, Walk In Closets","Concierge Service, Elevator, Fitness Center, Garage Parking, On Site Laundry, Residents Lounge, Storage, Wheelchair Accessible",Dogs & Cats,43.66673518237793,-79.38483012847692
The Ivy,"8 Gloucester St, Toronto, ON M4Y 0H8",A01 One Bedroom,1 Bedrooms,1 Bathroom,453 SQFT,"$2,737","Air Conditioning, Assigned Parking, Balcony, Central Heat, In Unit Laundry, On Site Laundry, Walk In Closets","Concierge Service, Elevator, Fitness Center, Garage Parking, On Site Laundry, Residents Lounge, Storage, Wheelchair Accessible",Dogs & Cats,43.66673518237793,-79.38483012847692
The Ivy,"8 Gloucester St, Toronto, ON M4Y 0H8",A01 One Bedroom,1 Bedrooms,1 Bathroom,453 SQFT,"$2,757","Air Conditioning, Assigned Parking, Balcony, Central Heat, In Unit Laundry, On Site Laundry, Walk In Closets","Concierge Service, Elevator, Fitness Center, Garage Parking, On Site Laundry, Residents Lounge, Storage, Wheelchair Accessible",Dogs & Cats,43.66673518237793,-79.38483012847692
The Ivy,"8 Gloucester St, Toronto, ON M4Y 0H8",A01 One Bedroom,1 Bedrooms,1 Bathroom,453 SQFT,"$2,762","Air Conditioning, Assigned Parking, Balcony, Central Heat, In Unit Laundry, On Site Laundry, Walk In Closets","Concierge Service, Elevator, Fitness Center, Garage Parking, On Site Laundry, Residents Lounge, Storage, Wheelchair Accessible",Dogs & Cats,43.66673518237793,-79.38483012847692
The Ivy,"8 Gloucester St, Toronto, ON M4Y 0H8",A01 One Bedroom,1 Bedrooms,1 Bathroom,453 SQFT,"$2,772","Air Conditioning, Assigned Parking, Balcony, Central Heat, In Unit Laundry, On Site Laundry, Walk In Closets","Concierge Service, Elevator, Fitness Center, Garage Parking, On Site Laundry, Residents Lounge, Storage, Wheelchair Accessible",Dogs & Cats,43.66673518237793,-79.38483012847692
The Ivy,"8 Gloucester St, Toronto, ON M4Y 0H8",A01 One Bedroom,1 Bedrooms,1 Bathroom,453 SQFT,"$2,777","Air Conditioning, Assigned Parking, Balcony, Central Heat, In Unit Laundry, On Site Laundry, Walk In Closets","Concierge Service, Elevator, Fitness Center, Garage Parking, On Site Laundry, Residents Lounge, Storage, Wheelchair Accessible",Dogs & Cats,43.66673518237793,-79.38483012847692
The Ivy,"8 Gloucester St, Toronto, ON M4Y 0H8",A03 One Bedroom,1 Bedrooms,1 Bathroom,466 SQFT,"$2,827","Air Conditioning, Assigned Parking, Balcony, Central Heat, In Unit Laundry, On Site Laundry, Walk In Closets","Concierge Service, Elevator, Fitness Center, Garage Parking, On Site Laundry, Residents Lounge, Storage, Wheelchair Accessible",Dogs & Cats,43.66673518237793,-79.38483012847692
The Ivy,"8 Gloucester St, Toronto, ON M4Y 0H8",A06 One Bedroom,1 Bedrooms,1 Bathroom,534 SQFT,"$2,844","Air Conditioning, Assigned Parking, Balcony, Central Heat, In Unit Laundry, On Site Laundry, Walk In Closets","Concierge Service, Elevator, Fitness Center, Garage Parking, On Site Laundry, Residents Lounge, Storage, Wheelchair Accessible",Dogs & Cats,43.66673518237793,-79.38483012847692
The Ivy,"8 Gloucester St, Toronto, ON M4Y 0H8",A01 One Bedroom,1 Bedrooms,1 Bathroom,453 SQFT,"$2,847","Air Conditioning, Assigned Parking, Balcony, Central Heat, In Unit Laundry, On Site Laundry, Walk In Closets","Concierge Service, Elevator, Fitness Center, Garage Parking, On Site Laundry, Residents Lounge, Storage, Wheelchair Accessible",Dogs & Cats,43.66673518237793,-79.38483012847692
The Ivy,"8 Gloucester St, Toronto, ON M4Y 0H8",A06 One Bedroom,1 Bedrooms,1 Bathroom,534 SQFT,"$2,849","Air Conditioning, Assigned Parking, Balcony, Central Heat, In Unit Laundry, On Site Laundry, Walk In Closets","Concierge Service, Elevator, Fitness Center, Garage Parking, On Site Laundry, Residents Lounge, Storage, Wheelchair Accessible",Dogs & Cats,43.66673518237793,-79.38483012847692
The Ivy,"8 Gloucester St, Toronto, ON M4Y 0H8",A01 One Bedroom,1 Bedrooms,1 Bathroom,453 SQFT,"$2,852","Air Conditioning, Assigned Parking, Balcony, Central Heat, In Unit Laundry, On Site Laundry, Walk In Closets","Concierge Service, Elevator, Fitness Center, Garage Parking, On Site Laundry, Residents Lounge, Storage, Wheelchair Accessible",Dogs & Cats,43.66673518237793,-79.38483012847692
The Ivy,"8 Gloucester St, Toronto, ON M4Y 0H8",A01 One Bedroom,1 Bedrooms,1 Bathroom,453 SQFT,"$2,857","Air Conditioning, Assigned Parking, Balcony, Central Heat, In Unit Laundry, On Site Laundry, Walk In Closets","Concierge Service, Elevator, Fitness Center, Garage Parking, On Site Laundry, Residents Lounge, Storage, Wheelchair Accessible",Dogs & Cats,43.66673518237793,-79.38483012847692
The Ivy,"8 Gloucester St, Toronto, ON M4Y 0H8",A01 One Bedroom,1 Bedrooms,1 Bathroom,453 SQFT,"$2,862","Air Conditioning, Assigned Parking, Balcony, Central Heat, In Unit Laundry, On Site Laundry, Walk In Closets","Concierge Service, Elevator, Fitness Center, Garage Parking, On Site Laundry, Residents Lounge, Storage, Wheelchair Accessible",Dogs & Cats,43.66673518237793,-79.38483012847692
The Ivy,"8 Gloucester St, Toronto, ON M4Y 0H8",A01 One Bedroom,1 Bedrooms,1 Bathroom,453 SQFT,"$2,867","Air Conditioning, Assigned Parking, Balcony, Central Heat, In Unit Laundry, On Site Laundry, Walk In Closets","Concierge Service, Elevator, Fitness Center, Garage Parking, On Site Laundry, Residents Lounge, Storage, Wheelchair Accessible",Dogs & Cats,43.66673518237793,-79.38483012847692
The Ivy,"8 Gloucester St, Toronto, ON M4Y 0H8",A06 One Bedroom,1 Bedrooms,1 Bathroom,534 SQFT,"$2,909","Air Conditioning, Assigned Parking, Balcony, Central Heat, In Unit Laundry, On Site Laundry, Walk In Closets","Concierge Service, Elevator, Fitness Center, Garage Parking, On Site Laundry, Residents Lounge, Storage, Wheelchair Accessible",Dogs & Cats,43.66673518237793,-79.38483012847692
The Ivy,"8 Gloucester St, Toronto, ON M4Y 0H8",A05 One Bedroom,1 Bedrooms,1 Bathroom,526 SQFT,"$2,909","Air Conditioning, Assigned Parking, Balcony, Central Heat, In Unit Laundry, On Site Laundry, Walk In Closets","Concierge Service, Elevator, Fitness Center, Garage Parking, On Site Laundry, Residents Lounge, Storage, Wheelchair Accessible",Dogs & Cats,43.66673518237793,-79.38483012847692
The Ivy,"8 Gloucester St, Toronto, ON M4Y 0H8",A06 One Bedroom,1 Bedrooms,1 Bathroom,534 SQFT,"$2,934","Air Conditioning, Assigned Parking, Balcony, Central Heat, In Unit Laundry, On Site Laundry, Walk In Closets","Concierge Service, Elevator, Fitness Center, Garage Parking, On Site Laundry, Residents Lounge, Storage, Wheelchair Accessible",Dogs & Cats,43.66673518237793,-79.38483012847692
The Ivy,"8 Gloucester St, Toronto, ON M4Y 0H8",A06 One Bedroom,1 Bedrooms,1 Bathroom,534 SQFT,"$2,939","Air Conditioning, Assigned Parking, Balcony, Central Heat, In Unit Laundry, On Site Laundry, Walk In Closets","Concierge Service, Elevator, Fitness Center, Garage Parking, On Site Laundry, Residents Lounge, Storage, Wheelchair Accessible",Dogs & Cats,43.66673518237793,-79.38483012847692
The Ivy,"8 Gloucester St, Toronto, ON M4Y 0H8",A06 One Bedroom,1 Bedrooms,1 Bathroom,534 SQFT,"$2,944","Air Conditioning, Assigned Parking, Balcony, Central Heat, In Unit Laundry, On Site Laundry, Walk In Closets","Concierge Service, Elevator, Fitness Center, Garage Parking, On Site Laundry, Residents Lounge, Storage, Wheelchair Accessible",Dogs & Cats,43.66673518237793,-79.38483012847692
The Ivy,"8 Gloucester St, Toronto, ON M4Y 0H8",A06 One Bedroom,1 Bedrooms,1 Bathroom,534 SQFT,"$2,959","Air Conditioning, Assigned Parking, Balcony, Central Heat, In Unit Laundry, On Site Laundry, Walk In Closets","Concierge Service, Elevator, Fitness Center, Garage Parking, On Site Laundry, Residents Lounge, Storage, Wheelchair Accessible",Dogs & Cats,43.66673518237793,-79.38483012847692
The Ivy,"8 Gloucester St, Toronto, ON M4Y 0H8",A06 One Bedroom,1 Bedrooms,1 Bathroom,534 SQFT,"$2,969","Air Conditioning, Assigned Parking, Balcony, Central Heat, In Unit Laundry, On Site Laundry, Walk In Closets","Concierge Service, Elevator, Fitness Center, Garage Parking, On Site Laundry, Residents Lounge, Storage, Wheelchair Accessible",Dogs & Cats,43.66673518237793,-79.38483012847692
The Ivy,"8 Gloucester St, Toronto, ON M4Y 0H8",A06 One Bedroom,1 Bedrooms,1 Bathroom,534 SQFT,"$2,994","Air Conditioning, Assigned Parking, Balcony, Central Heat, In Unit Laundry, On Site Laundry, Walk In Closets","Concierge Service, Elevator, Fitness Center, Garage Parking, On Site Laundry, Residents Lounge, Storage, Wheelchair Accessible",Dogs & Cats,43.66673518237793,-79.38483012847692
The Ivy,"8 Gloucester St, Toronto, ON M4Y 0H8",A04 One Bedroom,1 Bedrooms,1 Bathroom,511 SQFT,"$2,994","Air Conditioning, Assigned Parking, Balcony, Central Heat, In Unit Laundry, On Site Laundry, Walk In Closets","Concierge Service, Elevator, Fitness Center, Garage Parking, On Site Laundry, Residents Lounge, Storage, Wheelchair Accessible",Dogs & Cats,43.66673518237793,-79.38483012847692
The Ivy,"8 Gloucester St, Toronto, ON M4Y 0H8",A04 One Bedroom,1 Bedrooms,1 Bathroom,511 SQFT,"$2,999","Air Conditioning, Assigned Parking, Balcony, Central Heat, In Unit Laundry, On Site Laundry, Walk In Closets","Concierge Service, Elevator, Fitness Center, Garage Parking, On Site Laundry, Residents Lounge, Storage, Wheelchair Accessible",Dogs & Cats,43.66673518237793,-79.38483012847692
The Ivy,"8 Gloucester St, Toronto, ON M4Y 0H8",A06 One Bedroom,1 Bedrooms,1 Bathroom,534 SQFT,"$3,009","Air Conditioning, Assigned Parking, Balcony, Central Heat, In Unit Laundry, On Site Laundry, Walk In Closets","Concierge Service, Elevator, Fitness Center, Garage Parking, On Site Laundry, Residents Lounge, Storage, Wheelchair Accessible",Dogs & Cats,43.66673518237793,-79.38483012847692
The Ivy,"8 Gloucester St, Toronto, ON M4Y 0H8",A08 One Bedroom,1 Bedrooms,1 Bathroom,569 SQFT,"$3,014","Air Conditioning, Assigned Parking, Balcony, Central Heat, In Unit Laundry, On Site Laundry, Walk In Closets","Concierge Service, Elevator, Fitness Center, Garage Parking, On Site Laundry, Residents Lounge, Storage, Wheelchair Accessible",Dogs & Cats,43.66673518237793,-79.38483012847692
The Ivy,"8 Gloucester St, Toronto, ON M4Y 0H8",A06 One Bedroom,1 Bedrooms,1 Bathroom,534 SQFT,"$3,014","Air Conditioning, Assigned Parking, Balcony, Central Heat, In Unit Laundry, On Site Laundry, Walk In Closets","Concierge Service, Elevator, Fitness Center, Garage Parking, On Site Laundry, Residents Lounge, Storage, Wheelchair Accessible",Dogs & Cats,43.66673518237793,-79.38483012847692
The Ivy,"8 Gloucester St, Toronto, ON M4Y 0H8",A06 One Bedroom,1 Bedrooms,1 Bathroom,534 SQFT,"$3,019","Air Conditioning, Assigned Parking, Balcony, Central Heat, In Unit Laundry, On Site Laundry, Walk In Closets","Concierge Service, Elevator, Fitness Center, Garage Parking, On Site Laundry, Residents Lounge, Storage, Wheelchair Accessible",Dogs & Cats,43.66673518237793,-79.38483012847692
The Ivy,"8 Gloucester St, Toronto, ON M4Y 0H8",A06 One Bedroom,1 Bedrooms,1 Bathroom,534 SQFT,"$3,034","Air Conditioning, Assigned Parking, Balcony, Central Heat, In Unit Laundry, On Site Laundry, Walk In Closets","Concierge Service, Elevator, Fitness Center, Garage Parking, On Site Laundry, Residents Lounge, Storage, Wheelchair Accessible",Dogs & Cats,43.66673518237793,-79.38483012847692
The Ivy,"8 Gloucester St, Toronto, ON M4Y 0H8",A05 One Bedroom,1 Bedrooms,1 Bathroom,509 SQFT,"$3,034","Air Conditioning, Assigned Parking, Balcony, Central Heat, In Unit Laundry, On Site Laundry, Walk In Closets","Concierge Service, Elevator, Fitness Center, Garage Parking, On Site Laundry, Residents Lounge, Storage, Wheelchair Accessible",Dogs & Cats,43.66673518237793,-79.38483012847692
The Ivy,"8 Gloucester St, Toronto, ON M4Y 0H8",A06 One Bedroom,1 Bedrooms,1 Bathroom,534 SQFT,"$3,039","Air Conditioning, Assigned Parking, Balcony, Central Heat, In Unit Laundry, On Site Laundry, Walk In Closets","Concierge Service, Elevator, Fitness Center, Garage Parking, On Site Laundry, Residents Lounge, Storage, Wheelchair Accessible",Dogs & Cats,43.66673518237793,-79.38483012847692
