Building,Address,Listing,Bed,Bath,SqFt,Price,Unit Amenities,Building Amenities,Pets,Latitude,Longitude
Arcadia Place,"1265 Mcconachie Blvd Nw, Edmonton, AB T5Y 4B5",City Vibe,2 Bedrooms,2 Bathrooms,,"$1,470","Air Conditioning, Assigned Parking, Balcony, Carpet, Central Heat, Dishwasher, In Unit Laundry, On Site Laundry, Walk In Closets","Elevator, Fitness Center, Garage Parking, On Site Laundry, Onsite Management, Storage",Dogs,53.640036396263405,-113.42917644406612
Arcadia Place,"1265 Mcconachie Blvd Nw, Edmonton, AB T5Y 4B5",Metro,2 Bedrooms,2 Bathrooms,,"$1,592","Air Conditioning, Assigned Parking, Balcony, Carpet, Central Heat, Dishwasher, In Unit Laundry, On Site Laundry, Walk In Closets","Elevator, Fitness Center, Garage Parking, On Site Laundry, Onsite Management, Storage",Dogs,53.640036396263405,-113.42917644406612
Arcadia Place,"1265 Mcconachie Blvd Nw, Edmonton, AB T5Y 4B5",Pinnacle,2 Bedrooms,2 Bathrooms,,"$1,731","Air Conditioning, Assigned Parking, Balcony, Carpet, Central Heat, Dishwasher, In Unit Laundry, On Site Laundry, Walk In Closets","Elevator, Fitness Center, Garage Parking, On Site Laundry, Onsite Management, Storage",Dogs,53.640036396263405,-113.42917644406612
Secord Landing,"615 Secord Blvd Nw, Edmonton, AB T5T 7M2",Radius,1 Bedrooms,1 Bathroom,,"$1,358","Air Conditioning, Assigned Parking, Balcony, Carpet, Central Heat, Dishwasher, In Unit Laundry, On Site Laundry, Walk In Closets","Controlled Access, Elevator, Fitness Center, Garage Parking, On Site Laundry, Onsite Management, Storage",Dogs,53.53582855531966,-113.70569370591154
Secord Landing,"615 Secord Blvd Nw, Edmonton, AB T5T 7M2",Manhattan,1 Bedrooms,1 Bathroom,,"$1,365","Air Conditioning, Assigned Parking, Balcony, Carpet, Central Heat, Dishwasher, In Unit Laundry, On Site Laundry, Walk In Closets","Controlled Access, Elevator, Fitness Center, Garage Parking, On Site Laundry, Onsite Management, Storage",Dogs,53.53582855531966,-113.70569370591154
Secord Landing,"615 Secord Blvd Nw, Edmonton, AB T5T 7M2",City Vibe,2 Bedrooms,2 Bathrooms,,"$1,433","Air Conditioning, Assigned Parking, Balcony, Carpet, Central Heat, Dishwasher, In Unit Laundry, On Site Laundry, Walk In Closets","Controlled Access, Elevator, Fitness Center, Garage Parking, On Site Laundry, Onsite Management, Storage",Dogs,53.53582855531966,-113.70569370591154
Secord Landing,"615 Secord Blvd Nw, Edmonton, AB T5T 7M2",Queue,2 Bedrooms,1 Bathroom,,"$1,486","Air Conditioning, Assigned Parking, Balcony, Carpet, Central Heat, Dishwasher, In Unit Laundry, On Site Laundry, Walk In Closets","Controlled Access, Elevator, Fitness Center, Garage Parking, On Site Laundry, Onsite Management, Storage",Dogs,53.53582855531966,-113.70569370591154
Secord Landing,"615 Secord Blvd Nw, Edmonton, AB T5T 7M2",Revolution,2 Bedrooms,1 Bathroom,,"$1,491","Air Conditioning, Assigned Parking, Balcony, Carpet, Central Heat, Dishwasher, In Unit Laundry, On Site Laundry, Walk In Closets","Controlled Access, Elevator, Fitness Center, Garage Parking, On Site Laundry, Onsite Management, Storage",Dogs,53.53582855531966,-113.70569370591154
Secord Landing,"615 Secord Blvd Nw, Edmonton, AB T5T 7M2",Discovery,2 Bedrooms,2 Bathrooms,,"$1,496","Air Conditioning, Assigned Parking, Balcony, Carpet, Central Heat, Dishwasher, In Unit Laundry, On Site Laundry, Walk In Closets","Controlled Access, Elevator, Fitness Center, Garage Parking, On Site Laundry, Onsite Management, Storage",Dogs,53.53582855531966,-113.70569370591154
Secord Landing,"615 Secord Blvd Nw, Edmonton, AB T5T 7M2",Evolution,2 Bedrooms,2 Bathrooms,,"$1,559","Air Conditioning, Assigned Parking, Balcony, Carpet, Central Heat, Dishwasher, In Unit Laundry, On Site Laundry, Walk In Closets","Controlled Access, Elevator, Fitness Center, Garage Parking, On Site Laundry, Onsite Management, Storage",Dogs,53.53582855531966,-113.70569370591154
Heritage Trail Apartments 4,"9715 104 St Nw, Edmonton, AB T5K 0Y5",Bachelor,Studios,1 Bathroom,490 SQFT,$729,"Assigned Parking, Carpet, Central Heat, Hardwood Floor, On Site Laundry",On Site Laundry,Dogs & Cats,53.53434214263194,-113.49911408007064
Heritage Trail Apartments 4,"9715 104 St Nw, Edmonton, AB T5K 0Y5",1 Bedroom,1 Bedrooms,1 Bathroom,516 SQFT,"$1,010","Assigned Parking, Carpet, Central Heat, Hardwood Floor, On Site Laundry",On Site Laundry,Dogs & Cats,53.53434214263194,-113.49911408007064
Heritage Trail Apartments 4,"9715 104 St Nw, Edmonton, AB T5K 0Y5",2 Bedroom,2 Bedrooms,1 Bathroom,884 SQFT,$906,"Assigned Parking, Carpet, Central Heat, Hardwood Floor, On Site Laundry",On Site Laundry,Dogs & Cats,53.53434214263194,-113.49911408007064
Central LRT Apartments,"10730 105 St Nw, Edmonton, AB T5H 2X2",1 bedroom,1 Bedrooms,1 Bathroom,560 SQFT,"$1,099","Assigned Parking, Balcony, Central Heat, On Site Laundry","On Site Laundry, Onsite Management, Storage",Dogs & Cats,53.55223549807782,-113.50132596471266
Central LRT Apartments,"10730 105 St Nw, Edmonton, AB T5H 2X2",2 bedroom,2 Bedrooms,1 Bathroom,721 SQFT,"$1,169","Assigned Parking, Balcony, Central Heat, On Site Laundry","On Site Laundry, Onsite Management, Storage",Dogs & Cats,53.55223549807782,-113.50132596471266
Central LRT Apartments,"10730 105 St Nw, Edmonton, AB T5H 2X2",3 bedroom,3 Bedrooms,1 Bathroom,958 SQFT,"$1,145","Assigned Parking, Balcony, Central Heat, On Site Laundry","On Site Laundry, Onsite Management, Storage",Dogs & Cats,53.55223549807782,-113.50132596471266
Broadview Legislature Apartments,"9745 106 St Nw, Edmonton, AB T5K 1B4",1 Bedroom,1 Bedrooms,1 Bathroom,783 SQFT,"$1,100","Assigned Parking, Carpet, Central Heat, Dishwasher, Hardwood Floor, In Unit Laundry, On Site Laundry","On Site Laundry, Storage",Dogs & Cats,53.53481399807416,-113.50280589477796
Broadview Legislature Apartments,"9745 106 St Nw, Edmonton, AB T5K 1B4",2 Bedroom,2 Bedrooms,1 Bathroom,824 SQFT,"$1,480","Assigned Parking, Carpet, Central Heat, Dishwasher, Hardwood Floor, In Unit Laundry, On Site Laundry","On Site Laundry, Storage",Dogs & Cats,53.53481399807416,-113.50280589477796
Centre 102,"10730 102 St Nw, Edmonton, AB T5H 2T7",Bachelor,Studios,1 Bathroom,501 SQFT,$849,"Assigned Parking, Balcony, Central Heat, Hardwood Floor, On Site Laundry","On Site Laundry, Storage",Dogs & Cats,53.55203417719764,-113.4957018671681
Centre 102,"10730 102 St Nw, Edmonton, AB T5H 2T7",1 bedroom,1 Bedrooms,1 Bathroom,646 SQFT,$999,"Assigned Parking, Balcony, Central Heat, Hardwood Floor, On Site Laundry","On Site Laundry, Storage",Dogs & Cats,53.55203417719764,-113.4957018671681
Centre 102,"10730 102 St Nw, Edmonton, AB T5H 2T7",2 bedroom,2 Bedrooms,1 Bathroom,818 SQFT,"$1,199","Assigned Parking, Balcony, Central Heat, Hardwood Floor, On Site Laundry","On Site Laundry, Storage",Dogs & Cats,53.55203417719764,-113.4957018671681
Wellington Park Townhomes,"14001 135a Ave Nw, Edmonton, AB T5L 4A4",2 bedroom,2 Bedrooms,1 Bathroom,960 SQFT,"$1,219","Balcony, Central Heat, Dishwasher, In Unit Laundry, On Site Laundry","On Site Laundry, Onsite Management, Outdoor Space, Storage",Dogs & Cats,53.59633704745794,-113.56204607545372
Wellington Park Townhomes,"14001 135a Ave Nw, Edmonton, AB T5L 4A4",3 bedroom,3 Bedrooms,1 Bathroom,"1,030 SQFT","$1,299","Balcony, Central Heat, Dishwasher, In Unit Laundry, On Site Laundry","On Site Laundry, Onsite Management, Outdoor Space, Storage",Dogs & Cats,53.59633704745794,-113.56204607545372
Wellington Park Townhomes,"14001 135a Ave Nw, Edmonton, AB T5L 4A4",4 bedroom,4 Bedrooms,1 Bathroom,"1,286 SQFT","$1,510—$1,525","Balcony, Central Heat, Dishwasher, In Unit Laundry, On Site Laundry","On Site Laundry, Onsite Management, Outdoor Space, Storage",Dogs & Cats,53.59633704745794,-113.56204607545372
Tran Terrace,"10635 10635 115 Street NW | 10625 115 Street NW, Edmonton, AB T5H 3K7",Bachelor,Studios,1 Bathroom,330 SQFT,$900,On Site Laundry,"Controlled Access, On Site Laundry, Outdoor Space",Dogs & Cats,53.55051,-113.51929
Tran Terrace,"10635 10635 115 Street NW | 10625 115 Street NW, Edmonton, AB T5H 3K7",1 bedroom,1 Bedrooms,1 Bathroom,538 SQFT,"$1,050",On Site Laundry,"Controlled Access, On Site Laundry, Outdoor Space",Dogs & Cats,53.55051,-113.51929
Tran Terrace,"10635 10635 115 Street NW | 10625 115 Street NW, Edmonton, AB T5H 3K7",2 bedroom,2 Bedrooms,1 Bathroom,818 SQFT,"$1,014",On Site Laundry,"Controlled Access, On Site Laundry, Outdoor Space",Dogs & Cats,53.55051,-113.51929
Hardeep Estates,"11233 124 St Nw, Edmonton, AB T5M 0J9",Bachelor,Studios,1 Bathroom,419 SQFT,$799,On Site Laundry,"Controlled Access, On Site Laundry",Dogs & Cats,53.56144587748197,-113.5358340122169
Hardeep Estates,"11233 124 St Nw, Edmonton, AB T5M 0J9",1 bedroom,1 Bedrooms,1 Bathroom,568 SQFT,$999,On Site Laundry,"Controlled Access, On Site Laundry",Dogs & Cats,53.56144587748197,-113.5358340122169
McCam 2 Apartments,"10325 123 St Nw, Edmonton, AB T5N 3V5",1 bedroom,1 Bedrooms,1 Bathroom,614 SQFT,"$1,019","Assigned Parking, Balcony, Central Heat, On Site Laundry",On Site Laundry,Dogs & Cats,53.54568296391056,-113.53404811447774
McCam 2 Apartments,"10325 123 St Nw, Edmonton, AB T5N 3V5",2 bedroom,2 Bedrooms,1 Bathroom,732 SQFT,"$1,150","Assigned Parking, Balcony, Central Heat, On Site Laundry",On Site Laundry,Dogs & Cats,53.54568296391056,-113.53404811447774
McCam 2 Apartments,"10325 123 St Nw, Edmonton, AB T5N 3V5",3 bedroom,3 Bedrooms,1 Bathroom,856 SQFT,"$1,370","Assigned Parking, Balcony, Central Heat, On Site Laundry",On Site Laundry,Dogs & Cats,53.54568296391056,-113.53404811447774
Trinity Apartments,"10720 10720 104 Street NW | 10730 104 Street NW, Edmonton, AB T5H 0V9",Bachelor,Studios,1 Bathroom,,$719,"Assigned Parking, Balcony, Central Heat, Hardwood Floor, On Site Laundry","On Site Laundry, Outdoor Space, Storage",Dogs & Cats,53.5513,-113.50022
Trinity Apartments,"10720 10720 104 Street NW | 10730 104 Street NW, Edmonton, AB T5H 0V9",1 bedroom,1 Bedrooms,1 Bathroom,622 SQFT,$959,"Assigned Parking, Balcony, Central Heat, Hardwood Floor, On Site Laundry","On Site Laundry, Outdoor Space, Storage",Dogs & Cats,53.5513,-113.50022
Trinity Apartments,"10720 10720 104 Street NW | 10730 104 Street NW, Edmonton, AB T5H 0V9",2 bedroom,2 Bedrooms,1 Bathroom,753 SQFT,"$1,299","Assigned Parking, Balcony, Central Heat, Hardwood Floor, On Site Laundry","On Site Laundry, Outdoor Space, Storage",Dogs & Cats,53.5513,-113.50022
Trinity Apartments,"10720 10720 104 Street NW | 10730 104 Street NW, Edmonton, AB T5H 0V9",3 bedroom,3 Bedrooms,1 Bathroom,"1,223 SQFT","$1,450","Assigned Parking, Balcony, Central Heat, Hardwood Floor, On Site Laundry","On Site Laundry, Outdoor Space, Storage",Dogs & Cats,53.5513,-113.50022
Villa Apartments,"11217 124 St Nw, Edmonton, AB T5M 0J9",Bachelor,Studios,1 Bathroom,218 SQFT,$718,"Balcony, On Site Laundry",On Site Laundry,Dogs & Cats,53.56104353753004,-113.53583401322496
Villa Apartments,"11217 124 St Nw, Edmonton, AB T5M 0J9",1 bedroom,1 Bedrooms,1 Bathroom,561 SQFT,$999,"Balcony, On Site Laundry",On Site Laundry,Dogs & Cats,53.56104353753004,-113.53583401322496
Villa Apartments,"11217 124 St Nw, Edmonton, AB T5M 0J9",2 bedroom,2 Bedrooms,1 Bathroom,712 SQFT,"$1,300","Balcony, On Site Laundry",On Site Laundry,Dogs & Cats,53.56104353753004,-113.53583401322496
Basement Suite near Kingsway ,"11318 105 St Nw, Edmonton, AB T5G 2M6",1 Bedroom,1 Bedrooms,1 Bathroom,,$900,,,Dogs & Cats,53.5630326842613,-113.50121599175908
Chappelle Springs,"2950 141 St Sw, Edmonton, AB T6W 3G3",One Bedroom One Bath,1 Bedrooms,1 Bathroom,576 SQFT,"$1,388","Air Conditioning, Balcony, Dishwasher, In Unit Laundry, Walk In Closets","Elevator, Onsite Management",Dogs & Cats,53.40726140949159,-113.56561560325451
Chappelle Springs,"2950 141 St Sw, Edmonton, AB T6W 3G3",Two Bedroom Two Bath,2 Bedrooms,2 Bathrooms,948 SQFT,"$1,548","Air Conditioning, Balcony, Dishwasher, In Unit Laundry, Walk In Closets","Elevator, Onsite Management",Dogs & Cats,53.40726140949159,-113.56561560325451
Chappelle Springs,"2950 141 St Sw, Edmonton, AB T6W 3G3",Three Bedroom Two Bath,3 Bedrooms,2 Bathrooms,"1,057 SQFT","$1,748","Air Conditioning, Balcony, Dishwasher, In Unit Laundry, Walk In Closets","Elevator, Onsite Management",Dogs & Cats,53.40726140949159,-113.56561560325451
Southview Gardens,"1204 54 St Nw, Edmonton, AB T6L 5L3",3 Bedrooms,3 Bedrooms,2 Bathrooms,,"$1,595",,,No pets,53.44160570277994,-113.42301492432894
Ray Manor,"8115 123 Ave Nw, Edmonton, AB T5B 1B4",Renovated Suite - 1 Bedroom,1 Bedrooms,1 Bathroom,,"$1,139","Balcony, On Site Laundry","On Site Laundry, Storage",Dogs & Cats,53.57823704745794,-113.4658170532145
Ray Manor,"8115 123 Ave Nw, Edmonton, AB T5B 1B4",Premier Suite - 1 Bedroom,1 Bedrooms,1 Bathroom,,"$1,214","Balcony, On Site Laundry","On Site Laundry, Storage",Dogs & Cats,53.57823704745794,-113.4658170532145
Ray Manor,"8115 123 Ave Nw, Edmonton, AB T5B 1B4",Classic Suite - 3 Bedroom,3 Bedrooms,1 Bathroom,,"$1,359","Balcony, On Site Laundry","On Site Laundry, Storage",Dogs & Cats,53.57823704745794,-113.4658170532145
Ray Manor,"8115 123 Ave Nw, Edmonton, AB T5B 1B4",Renovated Suite - 3 Bedroom,3 Bedrooms,1 Bathroom,,"$1,459","Balcony, On Site Laundry","On Site Laundry, Storage",Dogs & Cats,53.57823704745794,-113.4658170532145
Capital Place,"4505 137 Ave Nw, Edmonton, AB T5A 3S9",2 Bedroom,2 Bedrooms,1 Bathroom,896 SQFT,"$1,115","Assigned Parking, Balcony",Garage Parking,No pets,53.59699879509952,-113.40944467736996
Cute 1 bed 1 bath downtown condo,"10024 Jasper Ave Nw, Edmonton, AB T5J 1R9",1 Bedroom,1 Bedrooms,1 Bathroom,,$975,"Dishwasher, On Site Laundry","Elevator, On Site Laundry",Dogs & Cats,53.54117495187332,-113.49130155662068
Signature Place,"10145 121 St Nw, Edmonton, AB T5N 1K5",Studio,Studios,1 Bathroom,,"$1,247","Assigned Parking, Balcony, Carpet, Hardwood Floor, On Site Laundry","Fitness Center, On Site Laundry, Residents Lounge, Storage",Dogs & Cats,53.54208644568412,-113.53064972394604
Signature Place,"10145 121 St Nw, Edmonton, AB T5N 1K5",1 Bedroom,1 Bedrooms,1 Bathroom,,"$1,417","Assigned Parking, Balcony, Carpet, Hardwood Floor, On Site Laundry","Fitness Center, On Site Laundry, Residents Lounge, Storage",Dogs & Cats,53.54208644568412,-113.53064972394604
Signature Place,"10145 121 St Nw, Edmonton, AB T5N 1K5",2 Bedroom,2 Bedrooms,2 Bathrooms,,"$1,734","Assigned Parking, Balcony, Carpet, Hardwood Floor, On Site Laundry","Fitness Center, On Site Laundry, Residents Lounge, Storage",Dogs & Cats,53.54208644568412,-113.53064972394604
Montrose Apartments,"11811 67 St Nw, Edmonton, AB T5B 1L9",Renovated Suite - 1 Bedroom,1 Bedrooms,1 Bathroom,492 SQFT,"$1,115","Balcony, On Site Laundry",On Site Laundry,Dogs & Cats,53.57059337263944,-113.44442398929132
Crystallina Nera Duplex,Crytallina Nera Drive 178 Avenue T5Z None,1 Bedroom,1 Bedrooms,1 Bathroom,600 SQFT,"$1,025","Assigned Parking, Dishwasher, In Unit Laundry, On Site Laundry, Walk In Closets","Garage Parking, On Site Laundry, Outdoor Space, Storage",Dogs & Cats,53.64214381061035,-113.4471427020345
Crystallina Nera Duplex,Crytallina Nera Drive 178 Avenue T5Z None,Duplex,3 Bedrooms,"2 Full, 1 Half Bath","1,200 SQFT","$1,800","Assigned Parking, Dishwasher, In Unit Laundry, On Site Laundry, Walk In Closets","Garage Parking, On Site Laundry, Outdoor Space, Storage",Dogs & Cats,53.64214381061035,-113.4471427020345
2,"1250 Podersky Wynd Sw, Edmonton, AB T6W None","111, 1250 Podersky Wynd",2 Bedrooms,"2 Full, 1 Half Bath","1,191 SQFT","$1,820","Air Conditioning, Assigned Parking, Balcony, Dishwasher, In Unit Laundry, On Site Laundry, Walk In Closets",On Site Laundry,Dogs,53.41229295254206,-113.55797817347604
2,"1250 Podersky Wynd Sw, Edmonton, AB T6W None","112, 1250 Podersky Wynd",3 Bedrooms,"2 Full, 1 Half Bath","1,224 SQFT","$1,925","Air Conditioning, Assigned Parking, Balcony, Dishwasher, In Unit Laundry, On Site Laundry, Walk In Closets",On Site Laundry,Dogs,53.41229295254206,-113.55797817347604
CX,"10022 110 St Nw, Edmonton, AB T5K 0M2","1 Bedroom, 1 Bathroom",1 Bedrooms,1 Bathroom,532 SQFT,"$1,506","Air Conditioning, Assigned Parking, Balcony, Central Heat, Dishwasher, In Unit Laundry","Controlled Access, Elevator, Fitness Center, Garage Parking, Outdoor Space, Residents Lounge, Storage, Wheelchair Accessible",Dogs & Cats,53.53954716995224,-113.51038022299356
CX,"10022 110 St Nw, Edmonton, AB T5K 0M2","3 Bedroom, 3 Bathroom, TH",3 Bedrooms,3 Bathrooms,"1,311 SQFT","$2,995","Air Conditioning, Assigned Parking, Balcony, Central Heat, Dishwasher, In Unit Laundry","Controlled Access, Elevator, Fitness Center, Garage Parking, Outdoor Space, Residents Lounge, Storage, Wheelchair Accessible",Dogs & Cats,53.53954716995224,-113.51038022299356
CX,"10022 110 St Nw, Edmonton, AB T5K 0M2","4 Bedroom, 4 Bathroom Shared Shared Suite",4 Bedrooms,4 Bathrooms,337 SQFT,$916,"Air Conditioning, Assigned Parking, Balcony, Central Heat, Dishwasher, In Unit Laundry","Controlled Access, Elevator, Fitness Center, Garage Parking, Outdoor Space, Residents Lounge, Storage, Wheelchair Accessible",Dogs & Cats,53.53954716995224,-113.51038022299356
460 37th Ave NW,"460 37 Ave Nw, Edmonton, AB T6T 2N3",2 Bedroom Lower Suite,2 Bedrooms,1 Bathroom,649 SQFT,$912,"Air Conditioning, Assigned Parking, Dishwasher, In Unit Laundry, On Site Laundry, Walk In Closets","Controlled Access, On Site Laundry, Outdoor Space",Dogs & Cats,53.47407059332052,-113.3470088598878
460 37th Ave NW,"460 37 Ave Nw, Edmonton, AB T6T 2N3",2-Bedroom Lower Suite,2 Bedrooms,1 Bathroom,649 SQFT,"$1,429","Air Conditioning, Assigned Parking, Dishwasher, In Unit Laundry, On Site Laundry, Walk In Closets","Controlled Access, On Site Laundry, Outdoor Space",Dogs & Cats,53.47407059332052,-113.3470088598878
Royal Alex Place Tower ,"10106 111 Ave Nw, Edmonton, AB T5G 0B3",1 Bed Tower,1 Bedrooms,1 Bathroom,600 SQFT,"$1,325","Assigned Parking, Carpet, Central Heat, Furnished, Hardwood Floor, On Site Laundry, Walk In Closets","Controlled Access, Elevator, Fitness Center, Garage Parking, On Site Laundry, Onsite Management, Storage, Wheelchair Accessible",Dogs & Cats,53.55897295254206,-113.4939946728567
Royal Alex Place Tower ,"10106 111 Ave Nw, Edmonton, AB T5G 0B3",3 Bedroom,3 Bedrooms,2 Bathrooms,"1,065 SQFT","$1,975","Assigned Parking, Carpet, Central Heat, Furnished, Hardwood Floor, On Site Laundry, Walk In Closets","Controlled Access, Elevator, Fitness Center, Garage Parking, On Site Laundry, Onsite Management, Storage, Wheelchair Accessible",Dogs & Cats,53.55897295254206,-113.4939946728567
Capital Manor,"Capital Manor - 9909 Bellamy Hill Road Northwest, Edmonton, AB T5K 2B1",2 Bedroom,2 Bedrooms,1 Bathroom,777 SQFT,$920,On Site Laundry,"On Site Laundry, Onsite Management",No pets,53.53765,-113.49542
The Barracks,"6855 Ad Astra Blvd Nw, Edmonton, AB T5E None",1 Bedroom,1 Bedrooms,1 Bathroom,662 SQFT,"$1,282","Air Conditioning, Assigned Parking, Balcony, Dishwasher, In Unit Laundry, On Site Laundry, Walk In Closets","Elevator, Fitness Center, Garage Parking, On Site Laundry, Residents Lounge, Storage",Dogs & Cats,53.60692704745794,-113.51529389794844
The Barracks,"6855 Ad Astra Blvd Nw, Edmonton, AB T5E None",2 Bedroom,2 Bedrooms,2 Bathrooms,927 SQFT,"$1,576","Air Conditioning, Assigned Parking, Balcony, Dishwasher, In Unit Laundry, On Site Laundry, Walk In Closets","Elevator, Fitness Center, Garage Parking, On Site Laundry, Residents Lounge, Storage",Dogs & Cats,53.60692704745794,-113.51529389794844
The Barracks,"6855 Ad Astra Blvd Nw, Edmonton, AB T5E None",3 Bedroom,3 Bedrooms,2 Bathrooms,"1,310 SQFT","$2,025—$2,035","Air Conditioning, Assigned Parking, Balcony, Dishwasher, In Unit Laundry, On Site Laundry, Walk In Closets","Elevator, Fitness Center, Garage Parking, On Site Laundry, Residents Lounge, Storage",Dogs & Cats,53.60692704745794,-113.51529389794844
10406 97 Avenue,"10406 97 Ave Nw, Edmonton, AB T5K 0B6",Bachelor,Studios,1 Bathroom,,$750,"Assigned Parking, On Site Laundry",On Site Laundry,No pets,53.53413295254206,-113.4996653064162
10406 97 Avenue,"10406 97 Ave Nw, Edmonton, AB T5K 0B6",Apartment,1 Bedrooms,1 Bathroom,900 SQFT,$850,"Assigned Parking, On Site Laundry",On Site Laundry,No pets,53.53413295254206,-113.4996653064162
Alwood Point,"4881 Alwood Pt Sw, Edmonton, AB T6W 4N1",1 Bed 1 Bath,1 Bedrooms,1 Bathroom,600 SQFT,$950,"Central Heat, Dishwasher, Fireplace, In Unit Laundry, On Site Laundry","Garage Parking, On Site Laundry, Outdoor Space, Wheelchair Accessible",Dogs & Cats,53.39729678819521,-113.53982630824142
Heritage Trail Apartments 2,"9723 105 St Nw, Edmonton, AB T5K 1A1",Bachelor,Studios,1 Bathroom,400 SQFT,$729,"Assigned Parking, Carpet, Central Heat, Hardwood Floor, On Site Laundry",On Site Laundry,Dogs & Cats,53.534456067793805,-113.50097407978566
Heritage Trail Apartments 2,"9723 105 St Nw, Edmonton, AB T5K 1A1",1 Bedroom,1 Bedrooms,1 Bathroom,587 SQFT,$999,"Assigned Parking, Carpet, Central Heat, Hardwood Floor, On Site Laundry",On Site Laundry,Dogs & Cats,53.534456067793805,-113.50097407978566
Heritage Trail Apartments 2,"9723 105 St Nw, Edmonton, AB T5K 1A1",2 Bedroom,2 Bedrooms,1 Bathroom,804 SQFT,"$1,160","Assigned Parking, Carpet, Central Heat, Hardwood Floor, On Site Laundry",On Site Laundry,Dogs & Cats,53.534456067793805,-113.50097407978566
Tyrone Heritage Residences,"10529 99 Ave Nw, Edmonton, AB T5K 0E7",Bachelor,Studios,1 Bathroom,180 SQFT,$599,"Assigned Parking, Carpet, Central Heat","Outdoor Space, Storage",Dogs & Cats,53.53719932001571,-113.5022221483835
Tyrone Heritage Residences,"10529 99 Ave Nw, Edmonton, AB T5K 0E7",1 Bedroom,1 Bedrooms,1 Bathroom,530 SQFT,$899,"Assigned Parking, Carpet, Central Heat","Outdoor Space, Storage",Dogs & Cats,53.53719932001571,-113.5022221483835
Rossdale Apartments 1,"9615 104 St Nw, Edmonton, AB T5K 0Y4",1 Bedroom,1 Bedrooms,1 Bathroom,650 SQFT,"$1,095","Assigned Parking, Carpet, Central Heat, Hardwood Floor, On Site Laundry",On Site Laundry,Dogs & Cats,53.53297765632632,-113.49910997592048
Rossdale Apartments 1,"9615 104 St Nw, Edmonton, AB T5K 0Y4",2 Bedroom,2 Bedrooms,1 Bathroom,820 SQFT,"$1,200","Assigned Parking, Carpet, Central Heat, Hardwood Floor, On Site Laundry",On Site Laundry,Dogs & Cats,53.53297765632632,-113.49910997592048
Arcade Heritage Apartments,"9711 104 St Nw, Edmonton, AB T5K 0Y5",Bachelor,Studios,1 Bathroom,341 SQFT,$749,,,Dogs & Cats,53.53428237403484,-113.49911408022014
Centre 110,"10719 110 St Nw, Edmonton, AB T5H 3C9",Bachelor,Studios,1 Bathroom,337 SQFT,$849,"Balcony, On Site Laundry",On Site Laundry,Dogs & Cats,53.552055850433256,-113.51017854476304
Centre 110,"10719 110 St Nw, Edmonton, AB T5H 3C9",1 bedroom,1 Bedrooms,1 Bathroom,641 SQFT,$949,"Balcony, On Site Laundry",On Site Laundry,Dogs & Cats,53.552055850433256,-113.51017854476304
Centre 110,"10719 110 St Nw, Edmonton, AB T5H 3C9",2 bedroom,2 Bedrooms,1 Bathroom,856 SQFT,"$1,095","Balcony, On Site Laundry",On Site Laundry,Dogs & Cats,53.552055850433256,-113.51017854476304
Compton Court,"11310 109 Ave Nw, Edmonton, AB T5H 1E2",Bachelor,Studios,1 Bathroom,,$949,"Assigned Parking, Carpet, Central Heat, On Site Laundry","On Site Laundry, Outdoor Space, Storage",Dogs & Cats,53.55465295254206,-113.51730548354875
Compton Court,"11310 109 Ave Nw, Edmonton, AB T5H 1E2",1 bedroom,1 Bedrooms,1 Bathroom,,"$1,050","Assigned Parking, Carpet, Central Heat, On Site Laundry","On Site Laundry, Outdoor Space, Storage",Dogs & Cats,53.55465295254206,-113.51730548354875
Compton Court,"11310 109 Ave Nw, Edmonton, AB T5H 1E2",2 bedroom,2 Bedrooms,1 Bathroom,,"$1,225","Assigned Parking, Carpet, Central Heat, On Site Laundry","On Site Laundry, Outdoor Space, Storage",Dogs & Cats,53.55465295254206,-113.51730548354875
5729 118 Avenue,"5729 118 Ave Nw, Edmonton, AB T5W 1E2",5729 - 2 Bedroom Townhouse,2 Bedrooms,1 Bathroom,,$900,"Assigned Parking, On Site Laundry",On Site Laundry,Cats,53.57030704745794,-113.42963848895508
121 West,"10506 121 St Nw, Edmonton, AB T5N 1R4",One Bedroom - EPIC VIEWS,1 Bedrooms,1 Bathroom,577 SQFT,"$1,350","Assigned Parking, Dishwasher, In Unit Laundry, On Site Laundry","Elevator, Garage Parking, On Site Laundry, Onsite Management",Dogs & Cats,53.54816,-113.53137
121 West,"10506 121 St Nw, Edmonton, AB T5N 1R4",Two Bedroom,2 Bedrooms,2 Bathrooms,796 SQFT,"$1,550","Assigned Parking, Dishwasher, In Unit Laundry, On Site Laundry","Elevator, Garage Parking, On Site Laundry, Onsite Management",Dogs & Cats,53.54816,-113.53137
Hampton Gardens,"5359 199 St Nw, Edmonton, AB T6M 1L4",1 Bedroom,1 Bedrooms,1 Bathroom,651 SQFT,"$1,040","Air Conditioning, Assigned Parking, Balcony, Carpet, Central Heat, Dishwasher, Hardwood Floor, In Unit Laundry, On Site Laundry","Controlled Access, Elevator, Fitness Center, Garage Parking, On Site Laundry, Onsite Management, Storage",Dogs & Cats,53.49069,-113.66385
